Intermediate Zone - Data Zone 2011,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S01010007,417,164,142,59,39,7,1,2,0
S01010008,449,301,120,24,6,0,1,0,0
S01010009,433,313,105,10,3,0,0,0,0
S01010010,466,161,157,60,57,24,6,2,3
S01010011,505,333,140,14,12,2,0,0,0
S01010012,356,97,127,72,44,15,5,0,1
S01010013,485,244,165,36,28,14,2,0,0
S01010014,519,238,173,57,35,9,4,3,0
S01010015,378,166,151,39,9,11,1,1,0
S01010016,349,131,80,47,58,15,12,3,2
S01010017,291,121,78,32,35,19,4,0,0
S01010018,654,290,191,78,57,26,11,1,0
S01010019,427,231,97,52,33,11,2,0,0
S01010020,341,142,87,73,21,14,6,2,0
S01010021,256,56,81,54,42,17,2,1,3
S01010022,1216,541,443,122,74,20,8,6,1
S01010023,345,224,87,20,14,2,0,0,0
S01010024,455,246,123,46,26,6,6,1,0
S01010025,308,167,79,31,16,12,1,2,0
S01010026,504,258,143,58,29,17,0,0,0
S01010027,474,233,137,59,32,7,4,0,3
S01010028,370,214,99,33,19,6,0,0,0
S01010029,343,195,70,41,21,5,4,3,0
S01010030,407,175,128,51,34,10,3,0,2
S01010031,416,166,182,51,9,4,0,0,0
S01010032,300,121,134,22,14,3,2,0,0
S01010033,867,479,244,68,35,23,9,7,2
S01010034,833,387,225,111,60,27,9,8,7
S01010035,151,63,45,16,20,5,1,0,2
S01010036,423,145,182,63,18,12,0,0,0
S01010037,393,209,100,41,27,8,1,2,2
S01010038,574,294,183,50,33,9,1,2,4
S01010039,572,266,272,25,2,7,0,0,0
S01010040,476,260,148,28,28,10,2,0,1
S01010041,489,308,138,30,10,0,0,0,0
S01010042,561,253,225,49,25,7,0,0,0
S01010043,463,268,124,34,24,12,1,0,0
S01010044,623,334,185,50,37,15,2,3,0
S01010045,271,94,59,33,43,22,6,5,5
S01010046,650,304,201,63,48,19,10,5,0
S01010047,453,266,98,30,32,12,4,8,0
S01010048,971,377,251,159,115,44,20,5,2
S01010049,394,187,90,55,42,9,4,3,2
S01010050,718,327,154,114,83,21,6,6,5
S01010051,548,321,146,41,27,6,0,1,1
S01010052,643,387,164,44,33,8,0,1,2
S01010053,391,161,104,44,43,26,10,7,2
S01010054,330,120,91,60,41,9,4,3,0
S01010055,524,244,158,66,33,15,2,0,2
S01010056,282,105,74,61,37,4,0,0,0
S01010057,277,115,98,27,23,8,2,3,0
S01010058,344,154,89,57,26,14,4,0,0
S01010059,369,253,86,17,12,1,1,0,0
S01010060,480,271,127,52,16,6,4,3,0
S01010061,241,110,65,34,21,10,0,0,0
S01010062,412,157,105,83,51,13,2,1,0
S01010063,557,333,111,55,39,14,3,2,0
S01010064,235,94,89,35,19,6,0,0,0
S01010065,372,165,99,57,30,11,4,2,0
S01010066,343,134,97,54,47,10,0,0,0
S01010067,303,128,60,63,32,13,8,0,0
S01010068,768,308,238,116,79,20,11,1,0
S01010069,340,114,116,66,24,12,8,0,1
S01010070,232,55,94,45,29,8,0,3,0
S01010071,351,142,106,57,23,14,2,3,0
S01010072,353,146,105,55,33,6,4,1,1
S01010073,340,106,140,46,28,14,0,0,0
S01010074,300,92,128,49,28,4,3,0,1
S01010075,291,116,89,42,33,11,0,0,0
S01010076,265,84,78,51,46,5,0,0,1
S01010077,281,115,88,40,25,12,0,1,0
S01010078,225,41,87,41,33,10,3,1,0
S01010079,356,86,145,61,53,10,1,0,0
S01010080,292,84,123,47,31,4,0,0,0
S01010081,287,100,109,43,27,8,0,0,0
S01010082,389,144,151,63,24,7,2,0,0
S01010083,295,126,88,42,32,6,0,0,0
S01010084,407,185,111,61,40,10,0,0,0
S01010085,295,75,132,45,34,7,2,0,0
S01010086,387,133,136,61,42,11,2,0,0
S01010087,241,65,92,43,29,6,2,0,0
S01010088,1318,152,400,325,317,91,26,6,1
S01010089,300,159,78,35,15,7,0,0,2
S01010090,375,134,123,60,47,7,4,0,0
S01010091,377,95,128,70,62,16,6,1,2
S01010092,388,148,138,58,30,7,3,0,0
S01010093,349,129,126,52,31,6,3,1,1
S01010094,276,85,103,48,29,14,4,1,0
S01010095,265,67,116,44,31,6,0,0,0
S01010096,278,66,108,63,38,3,0,0,1
S01010097,296,78,122,50,30,18,2,0,0
S01010098,273,61,106,54,37,13,0,1,0
S01010099,276,61,122,43,38,8,2,1,0
S01010100,352,112,137,58,29,10,1,0,0
S01010101,308,105,117,43,28,9,4,1,0
S01010102,258,47,99,55,45,8,3,0,1
S01010103,429,100,152,94,58,14,7,0,0
S01010104,357,82,116,76,57,19,4,0,0
S01010105,184,79,34,46,19,5,0,0,1
S01010106,101,49,28,15,5,4,0,0,0
S01010107,330,155,99,44,27,6,0,0,0
S01010108,340,180,75,41,35,5,1,2,0
S01010109,449,153,146,78,54,14,4,0,2
S01010110,438,222,111,60,29,9,5,2,0
S01010111,363,172,99,54,27,9,2,0,0
S01010112,496,235,134,62,40,19,4,2,0
S01010113,304,110,90,58,30,11,5,0,0
S01010114,365,175,90,55,27,8,4,0,3
S01010115,155,31,54,35,24,9,1,0,0
S01010116,564,118,185,113,101,36,8,0,1
S01010117,616,145,163,118,134,38,17,1,4
S01010118,304,101,71,71,36,20,5,0,2
S01010119,208,73,57,30,26,19,7,0,0
S01010120,491,167,145,94,52,16,14,0,1
S01010121,254,123,75,37,14,3,2,0,0
S01010122,224,98,63,30,19,10,1,4,1
S01010123,335,135,76,66,35,11,8,2,0
S01010124,282,99,84,40,41,12,6,0,0
S01010125,180,62,45,34,26,11,2,1,0
S01010126,318,91,105,66,39,7,4,3,0
S01010127,285,117,82,45,30,0,7,1,0
S01010128,225,86,44,40,27,17,5,0,3
S01010129,378,177,77,71,31,13,5,0,0
S01010130,378,111,134,59,52,17,7,1,0
S01010131,320,84,125,52,49,8,3,1,0
S01010132,461,216,141,57,30,12,3,0,0
S01010133,373,220,77,36,19,12,0,4,0
S01010134,571,299,164,55,41,10,0,0,0
S01010135,350,146,94,50,40,10,7,4,1
S01010136,374,149,127,49,33,9,3,2,0
S01010137,545,320,130,64,25,2,0,0,0
S01010138,569,431,87,18,23,8,0,0,0
S01010139,506,267,148,52,22,7,8,0,1
S01010140,413,201,121,49,33,7,0,0,0
S01010141,498,269,111,87,28,9,0,0,0
S01010142,375,171,127,39,26,13,0,0,0
S01010143,380,165,128,55,25,8,4,0,0
S01010144,346,155,91,60,31,7,1,2,0
S01010145,391,193,114,45,30,9,0,0,0
S01010146,370,204,94,44,21,6,0,0,0
S01010147,488,245,137,59,23,18,3,2,0
S01010148,542,173,150,103,81,29,6,0,0
S01010149,476,144,148,86,65,22,7,0,0
S01010150,395,171,123,56,31,12,4,1,1
S01010151,370,146,113,59,39,5,3,2,4
S01010152,378,146,153,57,18,5,1,0,0
S01010153,484,231,143,62,37,5,2,1,0
S01010154,456,228,125,49,41,11,1,0,0
S01010155,428,224,120,49,22,11,0,0,0
S01010156,252,121,64,36,12,11,3,0,1
S01010157,270,101,77,54,29,11,4,0,1
S01010158,421,198,126,61,20,12,1,0,3
S01010159,343,151,93,53,27,16,5,2,0
S01010160,269,151,55,35,21,4,1,0,1
S01010161,268,87,77,58,28,13,3,2,0
S01010162,331,129,78,52,44,26,11,0,0
S01010163,327,85,98,66,51,16,8,2,0
S01010164,291,78,75,54,55,16,7,3,0
S01010165,333,136,87,56,30,20,2,2,0
S01010166,476,165,136,79,62,28,4,3,0
S01010167,424,264,117,24,22,0,0,0,0
S01010168,224,88,71,29,25,8,0,2,0
S01010169,319,108,118,51,27,8,6,1,0
S01010170,238,102,81,32,17,5,2,0,0
S01010171,489,209,139,75,47,14,6,1,0
S01010172,494,306,141,32,12,6,0,0,0
S01010173,313,101,97,51,34,15,7,0,4
S01010174,242,88,62,50,27,10,2,2,1
S01010175,244,101,78,35,17,9,2,2,0
S01010176,363,152,130,43,26,6,0,0,1
S01010177,302,105,78,55,41,15,10,1,0
S01010178,369,124,98,50,46,31,11,2,4
S01010179,381,164,112,52,38,10,3,0,2
S01010180,301,61,72,74,62,27,6,0,0
S01010181,238,80,66,47,32,6,6,0,1
S01010182,298,129,98,38,20,5,2,0,1
S01010183,226,90,74,33,24,3,0,0,4
S01010184,287,119,83,56,14,15,1,1,1
S01010185,337,117,91,65,43,17,5,0,1
S01010186,241,59,99,43,18,14,6,1,0
S01010187,286,144,95,23,15,6,1,0,0
S01010188,731,167,238,140,118,48,8,5,4
S01010189,340,61,109,70,68,20,8,2,0
S01010190,273,22,78,61,61,34,11,2,2
S01010191,264,58,78,66,43,13,7,0,0
S01010192,291,34,98,78,55,20,8,2,0
S01010193,303,92,105,46,38,14,2,0,4
S01010194,264,79,83,51,36,15,3,1,0
S01010195,217,53,68,43,31,12,7,3,0
S01010196,275,85,108,45,25,6,4,0,0
S01010197,265,80,90,53,30,8,1,3,0
S01010198,367,106,107,73,47,25,4,3,2
S01010199,258,80,91,46,26,17,0,0,0
S01010200,295,100,93,50,32,7,9,0,0
S01010201,246,75,62,45,41,19,2,0,0
S01010202,384,190,92,44,25,24,5,0,1
S01010203,283,99,94,51,30,8,1,0,0
S01010204,342,145,112,49,27,9,4,0,0
S01010205,286,146,85,33,17,2,2,0,1
S01010206,0,0,0,0,0,0,0,0,0
S01010207,112,46,38,11,9,6,4,2,0
S01010208,542,305,158,43,22,9,3,0,3
S01010209,512,247,148,59,30,12,5,2,7
S01010210,409,183,108,62,35,16,5,0,0
S01010211,364,172,104,51,29,11,0,2,0
S01010212,684,377,147,76,58,19,2,1,0
S01010213,453,207,141,61,34,9,2,0,1
S01010214,393,118,131,91,40,9,2,0,2
S01010215,508,305,102,57,28,8,5,0,0
S01010216,324,193,80,16,21,7,6,6,0
S01010217,267,126,49,32,31,19,5,2,0
S01010218,553,324,111,71,33,20,1,0,0
S01010219,74,49,9,8,4,2,0,1,0
S01010220,270,111,117,33,10,0,0,0,0
S01010221,375,207,106,37,16,5,2,4,0
S01010222,382,209,91,39,23,10,4,4,2
S01010223,315,196,77,27,12,0,0,2,1
S01010224,517,223,128,75,44,33,3,3,2
S01010225,440,236,101,56,28,14,3,0,1
S01010226,0,0,0,0,0,0,0,0,0
S01010227,0,0,0,0,0,0,0,0,0
S01010228,562,311,137,50,29,26,5,4,2
S01010229,588,238,162,101,53,27,7,4,0
S01010230,648,377,134,62,46,17,12,0,0
S01010231,492,228,143,60,41,11,5,0,1
S01010232,323,105,93,56,35,20,8,2,0
S01010233,361,161,97,38,38,22,3,2,0
S01010234,570,266,229,52,17,5,0,0,0
S01010235,399,129,224,31,12,2,1,0,0
S01010236,380,158,156,38,12,5,3,4,2
S01010237,345,113,166,45,17,1,3,0,0
S01010238,401,170,161,48,11,11,2,2,0
S01010239,419,210,137,42,20,5,3,0,2
S01010240,400,211,138,36,14,4,0,0,0
S01010241,621,371,205,31,13,1,0,0,0
S01010242,394,246,106,30,11,4,0,2,0
S01010243,583,365,133,43,20,6,10,4,2
S01010244,344,192,99,30,16,0,3,0,0
S01010245,407,211,99,47,36,9,1,0,1
S01010246,423,184,122,60,47,9,1,0,0
S01010247,409,212,121,46,29,5,4,0,0
S01010248,455,168,214,57,14,4,0,0,0
S01010249,401,197,169,29,4,4,0,0,0
S01010250,389,139,184,39,14,7,3,0,0
S01010251,316,116,153,21,17,3,0,0,0
S01010252,289,98,131,26,26,4,3,0,0
S01010253,359,191,95,46,18,8,0,0,0
S01010254,528,281,169,55,13,3,4,1,0
S01010255,465,239,92,49,35,22,19,7,0
S01010256,541,341,122,54,15,6,1,4,0
S01010257,524,286,193,34,11,0,0,0,0
S01010258,410,183,198,11,13,2,0,0,0
S01010259,494,316,91,50,21,7,7,4,1
S01010260,759,434,257,51,14,1,1,0,0
S01010261,507,266,136,59,31,9,5,1,0
S01010262,520,327,129,45,10,5,4,0,0
S01010263,433,234,166,25,5,3,0,0,0
S01010264,585,367,187,24,3,1,0,0,0
S01010265,505,276,198,24,5,1,0,0,0
S01010266,286,122,97,28,21,5,9,0,0
S01010267,287,108,107,45,13,13,4,0,0
S01010268,431,221,157,30,16,4,0,3,1
S01010269,290,148,106,20,9,4,0,0,0
S01010270,836,580,168,63,23,5,0,0,0
S01010271,362,125,116,51,45,9,11,0,6
S01010272,732,487,168,48,16,5,6,0,2
S01010273,438,184,147,63,39,7,0,0,2
S01010274,380,165,151,45,12,6,0,0,0
S01010275,380,205,134,32,11,2,0,0,0
S01010276,587,268,218,63,30,3,3,0,0
S01010277,407,188,109,71,29,9,5,2,0
S01010278,364,175,96,42,39,8,0,3,1
S01010279,311,113,97,52,32,11,6,0,0
S01010280,485,175,183,82,27,8,2,2,0
S01010281,476,232,166,51,25,1,5,1,1
S01010282,597,366,185,28,15,0,0,2,0
S01010283,540,217,219,57,40,9,2,0,0
S01010284,689,380,238,54,15,2,0,0,0
S01010285,439,194,157,49,27,10,2,2,0
S01010286,463,138,197,75,35,7,0,0,0
S01010287,319,97,98,66,33,15,2,2,2
S01010288,438,140,164,73,33,20,6,0,0
S01010289,467,179,184,57,38,7,1,1,0
S01010290,382,152,165,43,17,7,2,0,0
S01010291,514,179,183,82,53,15,3,0,2
S01010292,395,112,164,76,41,1,0,1,0
S01010293,353,134,122,42,30,14,3,2,0
S01010294,266,43,91,75,38,13,3,4,0
S01010295,433,103,188,68,37,27,8,0,0
S01010296,282,85,89,53,33,12,5,1,2
S01010297,630,358,184,47,24,6,3,0,0
S01010298,505,306,120,31,28,9,4,0,0
S01010299,324,172,71,42,20,15,6,0,0
S01010300,494,234,187,46,20,5,1,0,0
S01010301,226,112,74,25,10,2,2,2,0
S01010302,380,221,89,29,31,12,0,2,0
S01010303,265,86,59,42,52,17,6,3,0
S01010304,421,237,114,35,18,9,6,0,3
S01010305,545,341,123,48,22,9,2,2,1
S01010306,388,227,115,38,7,4,0,0,0
S01010307,437,187,184,41,20,5,0,0,0
S01010308,516,210,215,52,27,10,0,0,4
S01010309,141,72,42,20,4,4,0,0,0
S01010310,324,153,82,41,30,14,3,0,2
S01010311,321,128,78,49,42,13,5,5,3
S01010312,430,192,123,69,24,14,4,1,0
S01010313,307,158,64,37,38,2,3,2,3
S01010314,691,363,211,63,37,17,0,2,0
S01010315,387,127,137,75,43,11,3,2,0
S01010316,326,166,84,46,19,11,2,1,0
S01010317,574,271,230,49,19,4,0,4,0
S01010318,558,286,148,61,43,15,2,0,4
S01010319,407,192,157,33,16,3,2,1,0
S01010320,513,300,163,30,11,3,6,0,0
S01010321,455,265,136,31,9,6,6,1,0
S01010322,477,178,211,53,25,3,4,2,1
S01010323,318,204,65,29,9,4,2,6,0
S01010324,389,191,113,39,20,20,1,2,0
S01010325,500,244,157,54,37,5,0,2,0
S01010326,577,272,117,88,55,36,7,3,0
S01010327,364,113,106,67,52,15,7,2,0
S01010328,497,232,124,73,50,15,3,1,2
S01010329,332,170,97,46,14,3,0,4,0
S01010330,269,104,71,47,30,14,3,0,0
S01010331,498,250,139,65,23,19,6,0,0
S01010332,313,79,83,55,53,24,10,2,4
S01010333,533,270,130,65,42,19,7,0,0
S01010334,497,180,154,92,51,18,0,0,0
S01010335,371,147,96,51,44,18,8,6,3
S01010336,320,173,55,43,38,6,1,2,0
S01010337,346,126,95,66,36,13,6,4,0
S01010338,245,111,55,33,28,11,4,0,0
S01010339,241,77,75,47,27,11,5,0,0
S01010340,359,152,94,45,47,16,5,2,0
S01010341,264,87,76,47,31,15,4,4,2
S01010342,280,123,84,41,23,1,1,0,0
S01010343,353,102,130,61,49,7,4,0,0
S01010344,398,233,74,55,28,8,4,0,2
S01010345,277,33,71,63,76,21,4,3,4
S01010346,431,160,155,59,39,15,3,0,0
S01010347,489,241,134,52,36,21,5,0,0
S01010348,416,194,123,61,32,8,1,0,0
S01010349,397,175,114,62,31,10,4,4,0
S01010350,479,199,130,74,53,12,8,3,0
S01010351,387,139,110,62,53,21,5,0,0
S01010352,285,146,73,42,15,10,1,2,0
S01010353,553,316,113,57,44,22,3,1,1
S01010354,365,177,88,58,29,11,4,0,1
S01010355,425,214,92,54,38,21,5,2,0
S01010356,395,161,122,62,31,6,8,1,0
S01010357,265,150,45,37,21,10,4,1,0
S01010358,526,318,118,48,28,8,3,0,0
S01010359,510,285,119,64,32,11,3,0,0
S01010360,359,138,104,56,47,17,4,2,0
S01010361,428,282,77,35,26,10,0,0,0
S01010362,490,381,57,27,19,12,0,0,0
S01010363,411,185,134,51,34,2,2,3,1
S01010364,368,55,152,72,64,17,8,0,4
S01010365,444,169,169,49,38,21,0,1,0
S01010366,516,218,183,52,43,17,0,0,2
S01010367,536,201,197,54,62,15,6,1,0
S01010368,393,136,161,53,29,6,4,1,0
S01010369,379,178,138,36,19,4,1,0,0
S01010370,337,97,140,58,29,9,2,1,0
S01010371,550,213,196,78,45,12,4,1,2
S01010372,272,86,95,38,34,11,2,2,0
S01010373,431,183,174,42,21,8,0,4,0
S01010374,446,154,172,67,49,4,2,0,1
S01010375,255,71,91,45,27,15,4,1,1
S01010376,359,122,173,32,22,4,3,2,2
S01010377,384,128,101,63,65,15,5,2,3
S01010378,297,75,94,65,36,16,8,2,2
S01010379,497,162,170,83,53,16,7,5,0
S01010380,537,241,194,60,30,8,1,3,0
S01010381,333,172,125,30,7,2,0,0,0
S01010382,466,233,178,40,12,2,2,0,0
S01010383,382,207,121,27,17,7,2,0,0
S01010384,494,215,202,54,19,7,1,0,0
S01010385,514,255,215,32,9,3,0,0,0
S01010386,530,299,159,49,13,2,4,0,0
S01010387,578,260,246,48,19,4,0,1,0
S01010388,570,289,199,56,17,4,3,0,0
S01010389,699,387,239,38,22,9,4,0,0
S01010390,770,501,213,37,12,8,0,0,0
S01010391,520,328,147,30,12,0,2,0,0
S01010392,425,177,182,32,24,7,2,1,0
S01010393,651,392,210,32,19,3,1,0,0
S01010394,546,312,133,64,25,11,3,1,0
S01010395,631,366,174,54,25,7,1,0,0
S01010396,596,279,220,59,28,8,4,0,0
S01010397,376,182,131,39,22,2,0,0,0
S01010398,576,270,217,50,33,6,0,0,0
S01010399,641,286,275,57,17,5,1,0,0
S01010400,513,180,191,76,49,11,2,0,3
S01010401,424,208,131,46,26,7,0,0,0
S01010402,514,205,192,52,53,7,5,0,0
S01010403,533,216,203,59,40,12,0,4,1
S01010404,501,237,163,51,35,10,4,0,2
S01010405,495,183,211,64,36,7,0,0,0
S01010406,468,189,169,55,44,10,0,1,0
S01010407,449,162,160,74,47,6,3,0,1
S01010408,284,126,67,45,36,9,2,0,0
S01010409,195,40,45,50,51,12,0,0,0
S01010410,321,103,107,42,46,18,3,0,1
S01010411,392,79,114,63,93,35,12,0,1
S01010412,390,165,144,45,27,4,0,0,0
S01010413,400,161,134,46,38,15,4,2,1
S01010414,473,190,151,53,52,21,4,2,0
S01010415,621,321,180,67,42,10,4,1,0
S01010416,317,121,111,41,41,4,0,0,0
S01010417,281,112,99,30,27,8,3,2,1
S01010418,556,245,207,55,38,7,0,0,0
S01010419,501,217,172,55,46,10,0,1,0
S01010420,302,103,84,47,47,18,3,0,0
S01010421,343,105,100,64,58,12,4,0,2
S01010422,478,179,145,75,64,14,5,0,0
S01010423,485,287,115,52,30,3,1,0,0
S01010424,480,280,115,53,23,5,2,1,0
S01010425,608,372,160,40,22,8,8,0,2
S01010426,380,228,73,35,29,10,0,0,0
S01010427,436,203,81,62,39,39,7,5,0
S01010428,313,115,101,43,45,7,0,2,0
S01010429,414,102,134,69,89,20,2,0,0
S01010430,472,223,115,55,50,16,1,6,1
S01010431,252,57,81,62,46,10,0,0,0
S01010432,452,259,106,41,34,7,5,4,0
S01010433,231,90,45,42,13,24,9,6,2
S01010434,332,151,97,29,29,18,8,1,0
S01010435,288,103,93,55,27,4,3,1,0
S01010436,468,278,111,41,25,7,4,0,2
S01010437,266,111,76,41,19,4,10,2,0
S01010438,361,135,95,69,33,19,5,2,1
S01010439,486,265,121,57,30,11,2,0,2
S01010440,366,181,114,37,23,9,3,0,0
S01010441,551,305,143,63,33,6,1,0,0
S01010442,381,190,97,56,25,5,2,4,3
S01010443,242,76,71,51,33,12,0,0,0
S01010444,248,68,82,41,38,11,2,5,0
S01010445,328,109,97,61,32,26,4,2,2
S01010446,327,86,110,64,50,10,1,2,0
S01010447,503,256,120,63,47,13,4,0,0
S01010448,317,100,100,57,46,10,6,0,1
S01010449,363,149,115,56,34,9,0,1,0
S01010450,399,189,109,56,32,11,2,0,0
S01010451,445,214,108,60,40,16,4,0,2
S01010452,392,171,117,65,29,9,1,0,0
S01010453,338,182,63,46,35,11,0,0,0
S01010454,381,159,128,56,30,4,2,1,2
S01010455,512,359,95,41,9,5,0,0,0
S01010456,297,153,92,31,20,2,1,0,0
S01010457,211,91,66,30,17,7,0,0,0
S01010458,375,176,119,39,32,4,5,0,0
S01010459,237,106,65,44,15,6,1,0,0
S01010460,343,147,115,35,35,9,2,1,0
S01010461,351,167,89,51,27,12,3,2,0
S01010462,367,168,61,24,33,38,19,20,4
S01010463,368,157,105,48,47,15,1,0,0
S01010464,242,89,81,36,29,4,2,0,0
S01010465,442,179,150,61,39,14,3,0,0
S01010466,452,230,146,45,22,4,0,1,0
S01010467,463,260,129,38,23,9,3,0,0
S01010468,431,160,148,63,47,9,2,1,0
S01010469,412,275,96,21,6,9,2,0,0
S01010470,357,154,109,43,38,10,2,2,0
S01010471,331,133,107,54,24,6,4,5,0
S01010472,396,192,124,41,26,14,3,0,2
S01010473,465,266,140,34,22,5,4,0,0
S01010474,370,170,134,35,17,7,0,3,0
S01010475,431,228,138,39,21,4,2,0,0
S01010476,620,274,181,98,48,16,6,0,0
S01010477,368,165,105,50,34,9,1,2,0
S01010478,508,351,93,30,19,11,5,1,0
S01010479,524,219,156,77,53,13,2,2,0
S01010480,281,110,79,37,39,10,4,1,0
S01010481,265,105,71,36,26,16,8,2,1
S01010482,345,118,104,57,46,18,2,0,0
S01010483,548,214,185,82,54,17,1,0,0
S01010484,239,83,72,49,24,13,0,0,0
S01010485,388,103,128,71,54,19,7,2,4
S01010486,386,90,171,74,34,8,6,0,0
S01010487,431,115,123,88,82,20,6,0,0
S01010488,321,118,81,52,36,19,8,0,0
S01010489,454,199,117,63,56,15,2,3,0
S01010490,272,103,70,40,32,20,6,0,1
S01010491,394,187,104,62,28,7,9,1,0
S01010492,253,95,68,39,28,14,5,4,5
S01010493,290,91,68,62,40,22,8,1,0
S01010494,225,82,63,32,34,6,3,3,3
S01010495,416,203,101,59,38,9,2,1,0
S01010496,450,184,124,75,32,23,8,5,0
S01010497,231,84,58,44,22,20,1,1,0
S01010498,430,156,138,79,44,10,5,2,0
S01010499,421,207,68,62,45,27,8,3,1
S01010500,372,115,89,71,53,34,7,6,0
S01010501,493,182,129,86,70,20,4,1,1
S01010502,321,106,97,56,42,15,5,0,0
S01010503,302,125,74,63,23,15,1,4,0
S01010504,303,124,116,24,26,7,2,0,1
S01010505,258,99,90,32,18,14,5,0,0
S01010506,451,156,190,54,36,12,4,1,0
S01010507,338,127,115,54,33,3,1,0,0
S01010508,503,158,218,56,47,23,1,0,0
S01010509,438,130,182,73,38,11,3,1,0
S01010510,471,182,163,67,50,16,0,0,0
S01010511,364,126,107,58,45,19,8,0,0
S01010512,280,101,94,46,23,8,3,0,1
S01010513,318,81,128,49,45,11,3,0,0
S01010514,280,84,100,43,34,14,1,2,0
S01010515,352,136,126,49,36,7,2,0,0
S01010516,323,141,107,45,22,4,4,2,0
S01010517,375,152,124,50,33,9,1,0,0
S01010518,276,98,94,44,34,9,2,0,0
S01010519,314,81,128,44,50,8,2,0,1
S01010520,407,156,149,55,40,10,1,0,0
S01010521,409,204,103,56,33,7,3,0,0
S01010522,313,183,66,37,20,2,2,1,0
S01010523,337,158,96,42,29,10,4,0,0
S01010524,240,68,117,29,13,6,3,5,1
S01010525,288,89,127,33,20,11,4,1,0
S01010526,364,139,120,40,54,4,1,0,4
S01010527,497,253,153,57,27,7,3,0,0
S01010528,325,108,132,36,35,10,3,0,1
S01010529,344,102,143,43,45,5,1,0,0
S01010530,291,97,111,39,29,7,2,1,1
S01010531,530,189,216,59,41,18,4,0,0
S01010532,198,60,94,24,16,3,1,0,0
S01010533,277,117,108,25,16,8,2,1,0
S01010534,379,130,147,49,39,13,5,0,0
S01010535,301,85,139,36,27,8,4,1,0
S01010536,376,185,102,44,25,14,0,0,0
S01010537,310,130,110,42,17,8,3,0,0
S01010538,426,121,167,58,55,19,2,4,0
S01010539,457,176,196,39,34,11,0,0,0
S01010540,267,100,113,28,20,1,1,2,1
S01010541,432,139,177,53,52,8,3,0,0
S01010542,393,118,174,45,35,10,3,2,0
S01010543,234,65,103,33,25,5,0,1,1
S01010544,372,112,141,52,44,13,6,1,0
S01010545,369,149,135,44,27,13,3,1,0
S01010546,355,152,131,33,27,7,5,0,0
S01010547,344,99,152,47,30,11,7,2,0
S01010548,334,92,165,25,33,9,6,0,0
S01010549,743,175,283,127,115,32,5,2,1
S01010550,235,79,91,36,27,5,3,0,0
S01010551,332,83,141,42,44,18,3,1,0
S01010552,326,105,140,35,29,16,5,0,0
S01010553,276,82,136,31,23,5,1,0,0
S01010554,353,186,113,36,15,2,1,0,0
S01010555,425,222,134,35,27,7,1,0,0
S01010556,393,171,115,53,30,15,6,1,0
S01010557,272,102,111,38,22,3,0,0,0
S01010558,409,156,162,56,30,2,2,0,0
S01010559,368,150,146,36,30,4,1,2,0
S01010560,278,92,117,34,23,11,0,1,0
S01010561,296,87,137,37,25,5,2,0,0
S01010562,315,107,111,48,44,8,0,0,0
S01010563,206,67,62,33,27,13,4,0,0
S01010564,251,137,62,29,9,8,0,0,0
S01010565,287,126,93,30,26,10,1,0,0
S01010566,497,111,205,62,72,28,18,3,1
S01010567,439,95,190,66,57,24,7,0,0
S01010568,713,190,271,107,105,29,5,2,2
S01010569,436,112,179,73,53,15,1,0,0
S01010570,428,139,150,69,54,11,4,1,0
S01010571,379,193,119,28,27,11,1,0,0
S01010572,318,135,91,39,37,12,2,0,0
S01010573,215,74,67,32,33,7,5,0,0
S01010574,233,63,97,34,30,10,0,0,0
S01010575,302,90,120,45,35,12,4,0,0
S01010576,341,85,141,43,52,16,2,0,0
S01010577,330,115,99,60,40,11,2,1,2
S01010578,211,53,79,37,32,8,2,0,0
S01010579,322,121,131,30,30,8,2,0,0
S01010580,367,196,109,41,14,7,0,0,0
S01010581,232,116,71,22,16,9,1,0,0
S01010582,507,132,203,93,60,15,2,2,0
S01010583,437,166,166,67,33,6,2,0,0
S01010584,403,111,140,72,60,19,1,0,0
S01010585,323,55,115,73,56,20,1,2,1
S01010586,316,69,131,54,58,4,2,0,0
S01010587,292,94,124,38,27,7,1,0,1
S01010588,225,59,83,32,29,18,1,0,0
S01010589,261,135,79,32,8,6,1,0,0
S01010590,291,38,114,49,70,21,4,0,0
S01010591,588,187,167,92,103,28,7,3,1
S01010592,264,142,90,21,12,1,0,0,0
S01010593,818,276,301,112,99,25,8,0,1
S01010594,284,92,100,39,42,8,3,0,0
S01010595,300,65,96,68,62,8,3,0,0
S01010596,754,193,252,126,135,35,7,4,2
S01010597,362,114,130,61,45,11,1,0,0
S01010598,389,109,124,67,71,17,1,1,0
S01010599,784,174,286,147,131,39,7,1,0
S01010600,525,187,204,65,48,17,1,0,0
S01010601,299,119,95,44,35,7,1,0,0
S01010602,248,114,76,30,24,7,0,0,0
S01010603,365,130,153,46,31,4,2,0,0
S01010604,195,52,74,36,19,10,0,0,0
S01010605,473,158,186,51,52,20,0,2,0
S01010606,383,146,123,59,33,14,4,0,0
S01010607,317,100,123,44,37,11,2,0,0
S01010608,322,137,104,54,16,7,3,1,0
S01010609,255,101,77,47,31,4,0,0,0
S01010610,336,119,142,39,28,5,1,2,0
S01010611,489,268,132,51,33,5,2,0,0
