Data Zone 2011,All occupied households,Whole house or bungalow: Total,Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced (including end-terrace),"Flat, maisonette or apartment: Total","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: In a commercial building",Caravan or other mobile or temporary structure
S01008305,297,283,62,181,40,18,18,0,0,0
S01008306,236,224,26,185,13,12,8,5,0,0
S01008307,320,288,148,84,56,32,32,0,0,0
S01008308,241,237,153,86,2,1,0,1,0,0
S01008309,342,113,39,48,22,225,217,11,3,0
S01008310,499,272,69,149,57,223,217,0,6,1
S01008311,204,122,16,55,46,82,82,0,0,0
S01008312,171,102,37,51,13,69,72,1,0,0
S01008313,392,221,42,72,102,173,167,6,0,0
S01008314,315,60,6,20,33,256,255,0,1,0
S01008315,450,80,10,34,36,370,362,5,3,0
S01008316,271,174,17,116,42,99,94,5,0,0
S01008317,415,265,84,147,34,148,139,6,4,4
S01008318,588,546,358,143,45,45,44,1,0,1
S01008319,392,180,58,90,32,212,209,3,0,0
S01008320,326,274,112,140,22,48,47,5,0,0
S01008321,161,159,77,75,6,2,2,0,0,0
S01008322,481,289,60,147,83,192,191,1,0,0
S01008323,280,194,9,84,98,89,85,0,0,0
S01008324,317,271,50,158,63,46,44,2,0,0
S01008325,289,238,12,145,81,51,50,0,0,0
S01008326,433,304,29,146,129,129,129,0,0,0
S01008327,387,344,27,184,133,44,42,1,0,0
S01008328,1173,869,586,188,91,307,303,1,3,0
S01008329,297,291,182,106,3,8,4,1,0,0
S01008330,286,281,131,145,5,5,5,0,0,0
S01008331,233,196,80,51,65,37,37,0,0,0
S01008332,411,294,241,24,29,117,116,0,0,0
S01008333,505,315,187,102,24,190,188,2,0,0
S01008334,333,181,63,99,19,152,152,0,0,0
S01008335,290,194,83,80,30,97,90,7,0,0
S01008336,336,210,73,65,68,130,130,0,0,0
S01008337,370,305,129,56,120,67,67,0,0,0
S01008338,240,242,163,70,3,1,1,0,0,0
S01008339,219,214,101,91,22,4,4,0,0,0
S01008340,308,277,143,84,50,31,31,0,0,0
S01008341,200,200,193,5,1,0,0,0,0,0
S01008342,321,259,80,135,44,65,60,3,0,0
S01008343,332,313,239,72,2,23,21,3,0,0
S01008344,369,238,205,31,1,128,128,0,0,0
S01008345,401,335,304,14,13,68,68,0,0,0
S01008346,357,349,277,65,4,8,6,1,1,0
S01008347,489,245,182,57,6,248,236,4,7,0
S01008348,310,201,147,54,2,110,110,0,0,0
S01008349,308,221,210,7,4,87,86,1,0,0
S01008350,240,215,195,15,1,29,26,2,1,0
S01008351,361,309,229,46,34,52,52,0,0,0
S01008352,252,250,224,27,3,0,0,0,0,0
S01008353,200,147,126,17,1,52,51,1,0,0
S01008354,1005,865,609,167,88,139,133,2,1,1
S01008355,315,257,48,122,84,62,53,9,0,0
S01008356,244,225,23,47,152,22,13,9,0,0
S01008357,288,213,103,49,59,79,70,0,5,0
S01008358,345,284,63,124,97,61,56,2,0,0
S01008359,286,237,87,133,17,53,45,4,0,0
S01008360,320,294,175,61,58,26,25,1,0,0
S01008361,339,311,152,123,32,32,26,0,0,0
S01008362,526,457,200,207,50,69,67,0,1,0
S01008363,301,295,144,52,99,5,5,0,0,0
S01008364,279,226,124,68,27,53,53,0,0,0
S01008365,277,244,199,43,2,31,31,0,0,0
S01008366,390,260,28,118,114,130,130,0,0,0
S01008367,359,197,32,84,81,160,150,8,1,0
S01008368,308,191,51,88,50,120,120,0,0,0
S01008369,252,214,49,69,100,45,34,8,0,0
S01008370,298,164,62,36,63,134,128,5,2,0
S01008371,293,290,147,53,86,3,3,0,0,0
S01008372,280,280,45,125,107,0,0,0,0,0
S01008373,263,259,75,172,9,4,4,1,0,0
S01008374,281,245,79,151,13,36,32,0,4,0
S01008375,274,272,140,119,13,2,1,0,0,0
S01008376,206,143,43,74,27,59,56,3,0,0
S01008377,292,233,27,121,85,59,56,5,0,0
S01008378,395,299,88,163,52,92,90,2,0,0
S01008379,199,198,162,34,2,1,1,0,0,0
S01008380,235,231,63,166,2,2,1,0,0,0
S01008381,230,224,7,208,10,5,5,0,0,0
S01008382,320,284,23,195,69,33,32,1,0,0
S01008383,174,166,41,84,41,8,7,0,2,0
S01008384,379,369,106,77,186,10,10,0,0,0
S01008385,244,245,166,65,10,1,1,0,0,0
S01008386,346,314,17,120,177,37,37,0,0,0
S01008387,233,229,6,76,147,5,3,0,1,0
S01008388,239,237,6,50,181,2,2,0,0,0
S01008389,308,191,68,44,79,117,111,6,0,0
S01008390,243,239,115,113,9,4,4,0,0,0
S01008391,346,187,66,35,86,159,157,2,0,0
S01008392,329,297,18,75,204,32,25,6,0,0
S01008393,350,190,8,33,148,160,160,1,0,0
S01008394,280,275,75,32,168,5,5,0,0,0
S01008395,184,173,26,90,57,11,10,1,0,0
S01008396,318,184,45,130,5,138,138,0,0,0
S01008397,313,308,127,138,46,5,3,2,0,0
S01008398,250,208,41,120,47,42,42,0,0,0
S01008399,240,144,42,51,51,99,96,0,3,0
S01008400,263,241,31,206,2,24,24,0,0,0
S01008401,377,304,37,234,36,73,71,0,2,0
S01008402,438,320,202,113,5,118,116,0,0,0
S01008403,210,209,154,58,0,0,0,0,0,0
S01008404,342,288,129,91,71,54,54,0,0,0
S01008405,267,236,79,128,29,31,30,3,0,0
S01008406,467,249,42,156,49,221,211,8,2,0
S01008407,295,146,42,90,14,149,138,11,0,0
S01008408,252,229,6,178,44,22,21,2,0,0
S01008409,404,262,17,175,72,144,130,10,1,1
S01008410,323,198,25,105,64,121,119,2,0,0
S01008411,237,168,13,133,21,69,55,9,0,0
S01008412,284,211,76,84,51,70,66,4,0,0
S01008413,199,140,39,55,47,58,56,2,0,0
S01008414,191,185,50,132,2,4,4,0,0,0
S01008415,342,234,9,200,25,108,108,0,0,0
S01008416,425,207,13,146,52,214,210,6,0,0
S01008417,315,250,151,84,11,69,67,4,0,0
S01008418,299,189,99,88,3,110,103,3,0,0
S01008419,186,136,92,37,8,50,48,2,0,0
S01008420,186,156,64,75,17,30,30,0,0,0
S01008421,408,290,36,85,168,117,111,5,5,0
S01008422,229,213,151,39,23,20,20,0,0,0
S01008423,533,494,393,60,38,41,35,3,0,1
S01008424,337,333,307,13,10,4,5,1,0,0
S01008425,728,604,238,264,105,124,123,4,0,0
S01008426,267,255,7,110,138,15,11,1,0,0
S01008427,394,386,98,220,68,8,7,1,0,0
S01008428,353,242,51,113,74,115,114,0,2,0
S01008429,400,358,132,179,49,39,36,3,4,0
S01008430,395,308,131,115,62,89,83,2,2,0
S01008431,351,305,126,175,4,46,46,0,0,0
S01008432,297,260,135,115,9,37,34,2,0,0
S01008433,343,324,55,218,55,21,21,0,0,0
S01008434,409,333,80,212,41,73,74,0,1,0
S01008435,300,298,104,176,15,2,2,0,0,0
S01008436,426,269,107,109,49,157,149,8,0,0
S01008437,369,196,83,51,62,173,152,18,2,0
S01008438,247,188,111,41,36,59,57,5,0,0
S01008439,425,389,253,63,77,36,34,2,0,0
S01008440,439,381,275,72,38,54,36,18,0,0
S01008441,188,184,92,62,30,4,4,0,0,0
S01008442,321,182,74,55,48,142,121,14,2,0
S01008443,263,230,169,41,16,33,28,7,0,0
S01008444,235,183,81,75,29,56,53,3,0,0
S01008445,414,218,57,143,22,193,171,25,0,0
S01008446,362,336,178,144,17,27,24,3,0,0
S01008447,288,242,137,90,16,45,41,4,0,0
S01008448,321,272,209,62,1,49,52,0,0,0
S01008449,338,101,11,50,40,237,231,5,2,0
S01008450,224,29,7,19,3,195,194,3,0,0
S01008451,271,53,3,24,26,218,219,2,0,0
S01008452,237,33,8,9,17,204,203,0,0,0
S01008453,289,46,3,7,36,242,239,3,0,1
S01008454,382,185,11,81,93,194,193,4,0,0
S01008455,485,32,10,16,7,452,445,6,0,0
S01008456,462,13,4,8,4,450,441,7,1,0
S01008457,357,19,4,10,8,338,332,3,1,0
S01008458,418,196,13,97,86,225,217,4,1,0
S01008459,368,46,7,14,25,321,311,6,1,0
S01008460,365,47,5,18,24,317,315,2,0,2
S01008461,468,53,5,14,34,418,418,0,0,0
S01008462,315,62,7,23,32,255,255,0,0,0
S01008463,288,21,4,10,7,266,264,0,2,1
S01008464,400,71,10,31,30,329,326,4,0,0
S01008465,346,62,2,27,33,284,276,8,0,0
S01008466,300,65,7,21,33,238,231,7,0,0
S01008467,310,68,6,27,36,244,239,5,0,0
S01008468,441,179,6,39,134,262,258,2,0,0
S01008469,233,180,23,78,79,53,52,0,0,0
S01008470,370,183,27,65,91,188,180,7,0,0
S01008471,330,59,7,25,26,272,263,2,0,0
S01008472,266,144,16,75,53,122,122,0,0,0
S01008473,255,113,5,66,42,142,142,0,0,0
S01008474,436,82,4,46,31,351,353,0,0,0
S01008475,322,45,3,14,28,277,271,4,2,0
S01008476,398,19,0,4,13,378,373,5,0,1
S01008477,440,21,7,8,8,419,416,3,0,0
S01008478,638,37,6,21,11,599,569,12,14,1
S01008479,396,47,7,18,22,347,338,8,5,1
S01008480,274,78,8,50,20,196,192,4,0,0
S01008481,499,322,13,117,188,177,173,3,1,0
S01008482,283,159,7,55,93,124,122,1,1,0
S01008483,306,109,16,33,58,197,197,0,0,0
S01008484,303,165,33,98,31,140,133,2,0,0
S01008485,463,250,12,150,88,213,207,2,1,0
S01008486,460,199,13,87,97,261,258,0,1,0
S01008487,530,96,14,26,56,434,432,1,1,0
S01008488,443,16,0,6,10,427,420,4,4,0
S01008489,340,101,21,34,42,243,238,4,0,0
S01008490,486,41,5,6,30,448,435,12,1,0
S01008491,494,21,4,3,14,473,462,9,2,0
S01008492,693,26,4,11,11,667,656,8,3,0
S01008493,553,76,8,52,16,477,462,10,5,0
S01008494,625,18,5,4,9,605,603,2,1,1
S01008495,615,15,3,0,10,602,593,2,6,0
S01008496,618,6,2,1,3,612,607,2,3,0
S01008497,570,29,1,2,26,541,540,0,0,0
S01008498,523,23,4,3,16,500,492,6,0,0
S01008499,554,12,3,5,5,542,536,6,0,0
S01008500,228,3,2,1,1,225,225,0,0,0
S01008501,312,4,0,1,2,308,307,2,0,0
S01008502,393,15,0,1,13,376,375,2,0,1
S01008503,430,45,2,4,38,386,382,2,4,0
S01008504,538,122,9,7,96,418,407,7,6,0
S01008505,329,101,0,2,99,228,222,5,1,0
S01008506,495,62,16,23,23,430,373,57,0,0
S01008507,459,77,7,13,60,382,368,14,0,0
S01008508,326,224,59,56,113,102,85,12,2,0
S01008509,533,204,33,58,110,329,308,24,0,0
S01008510,391,298,163,74,61,93,87,5,1,0
S01008511,354,304,231,58,15,50,40,9,0,0
S01008512,205,186,119,61,9,19,20,1,1,0
S01008513,249,239,185,45,9,10,6,0,0,0
S01008514,429,204,50,31,124,221,211,10,0,0
S01008515,334,181,5,67,109,151,142,11,0,0
S01008516,631,24,2,12,13,607,602,3,2,0
S01008517,414,40,5,18,17,374,367,8,0,0
S01008518,381,175,10,17,148,204,203,1,0,0
S01008519,330,189,29,12,145,141,129,12,0,0
S01008520,425,346,210,51,82,82,63,23,0,0
S01008521,343,327,247,70,10,16,14,1,0,0
S01008522,254,146,88,16,45,107,97,10,0,0
S01008523,455,180,61,26,93,275,271,4,2,0
S01008524,466,98,9,48,41,368,365,3,0,0
S01008525,407,161,8,63,90,245,239,5,0,0
S01008526,445,102,6,33,63,343,341,2,0,0
S01008527,330,55,5,35,17,274,269,4,0,0
S01008528,302,55,4,29,22,247,241,5,1,0
S01008529,371,217,11,77,129,154,154,0,0,0
S01008530,386,43,4,15,21,343,340,3,0,0
S01008531,393,98,12,49,37,295,295,0,0,0
S01008532,210,143,4,34,103,65,63,0,4,1
S01008533,162,145,22,87,38,17,16,2,0,0
S01008534,267,239,100,95,47,25,25,0,0,0
S01008535,283,280,199,77,4,3,3,0,0,0
S01008536,262,211,118,77,16,51,51,0,0,0
S01008537,280,273,197,73,0,7,6,1,0,0
S01008538,239,238,219,17,4,1,1,0,0,0
S01008539,346,263,178,62,23,83,75,3,1,0
S01008540,374,353,201,127,28,21,20,1,0,0
S01008541,327,315,119,137,62,12,13,2,0,0
S01008542,606,502,294,114,99,102,101,0,1,0
S01008543,256,247,87,118,42,7,8,0,1,0
S01008544,212,205,127,43,35,7,7,0,0,0
S01008545,333,292,247,22,23,36,34,4,0,0
S01008546,338,333,254,74,5,5,4,1,0,0
S01008547,455,436,172,184,80,23,23,0,0,0
S01008548,580,478,225,146,111,102,99,0,1,0
S01008549,1913,1509,762,319,430,401,392,9,0,0
S01008550,342,289,124,99,66,53,35,14,0,0
S01008551,504,328,59,115,154,172,169,3,0,0
S01008552,381,334,174,73,87,47,46,1,0,0
S01008553,329,242,80,130,36,87,87,0,0,0
S01008554,364,279,41,188,50,79,74,5,0,2
S01008555,451,143,21,64,58,310,304,3,0,2
S01008556,365,190,17,63,106,179,174,0,0,0
S01008557,646,335,44,128,160,313,310,2,2,0
S01008558,381,202,14,63,129,179,173,5,1,0
S01008559,286,228,5,119,104,58,55,3,1,0
S01008560,316,240,20,141,79,75,71,2,0,0
S01008561,275,241,12,85,145,35,31,4,0,0
S01008562,498,232,17,141,73,266,258,7,1,0
S01008563,399,136,34,54,45,261,241,14,6,0
S01008564,307,223,17,41,165,82,70,10,4,0
S01008565,473,304,43,83,180,170,164,4,1,0
S01008566,439,370,29,189,152,73,65,6,0,0
S01008567,286,251,19,184,51,35,29,1,5,0
S01008568,357,319,30,165,126,36,31,4,1,0
S01008569,383,21,7,8,6,361,356,4,1,2
S01008570,396,234,43,127,64,166,163,2,1,0
S01008571,334,262,51,128,83,76,74,2,1,0
S01008572,319,237,46,76,113,86,80,2,0,0
S01008573,286,240,149,86,5,46,46,0,0,0
S01008574,289,244,100,76,64,48,45,4,0,0
S01008575,325,247,158,51,34,81,76,2,0,0
S01008576,395,256,74,73,106,143,138,5,0,0
S01008577,429,276,100,162,14,153,140,12,1,0
S01008578,292,260,71,162,27,32,22,5,4,0
S01008579,635,435,226,130,79,200,187,10,3,0
S01008580,258,202,55,46,101,59,56,2,1,0
S01008581,481,248,12,69,167,236,227,5,0,1
S01008582,473,274,29,80,163,199,184,11,3,1
S01008583,352,175,8,44,123,174,175,2,0,0
S01008584,373,170,12,48,107,203,195,8,0,0
S01008585,238,137,9,61,67,101,96,1,4,0
S01008586,410,283,12,111,160,127,120,7,0,0
S01008587,328,222,153,45,25,105,88,17,0,0
S01008588,343,140,26,37,77,201,201,2,0,0
S01008589,173,95,9,31,55,81,66,12,0,0
S01008590,415,92,8,33,54,323,315,7,0,0
S01008591,312,149,13,63,72,163,152,10,1,0
S01008592,363,182,12,73,97,181,174,7,0,0
S01008593,319,201,26,100,79,118,23,95,0,0
S01008594,481,182,38,98,46,299,190,108,0,0
S01008595,523,151,23,95,33,372,358,14,0,0
S01008596,447,72,16,19,37,375,371,6,0,0
S01008597,420,344,166,95,83,75,72,4,1,1
S01008598,321,72,17,23,28,253,232,20,2,0
S01008599,369,143,18,79,44,226,174,50,4,0
S01008600,301,145,31,82,34,156,72,83,1,0
S01008601,326,55,10,27,21,267,247,17,3,0
S01008602,318,14,2,3,9,305,300,5,0,0
S01008603,524,20,8,4,8,504,490,12,2,0
S01008604,420,89,16,32,47,328,270,48,6,0
S01008605,311,39,15,16,8,271,251,13,5,0
S01008606,323,131,13,38,80,192,115,73,0,0
S01008607,261,142,54,68,20,119,57,62,0,0
S01008608,310,81,19,29,33,229,182,46,2,0
S01008609,398,172,69,56,47,226,183,42,1,0
S01008610,374,97,59,29,6,281,211,70,0,0
S01008611,513,64,18,34,16,451,417,28,4,0
S01008612,346,11,4,4,3,338,333,1,2,0
S01008613,340,79,18,44,16,261,238,23,0,0
S01008614,294,19,3,8,11,275,271,3,2,0
S01008615,319,38,4,12,20,281,255,26,0,0
S01008616,255,8,1,1,4,247,240,6,1,0
S01008617,270,21,5,4,13,249,242,6,1,0
S01008618,246,4,0,1,3,242,236,5,2,0
S01008619,194,6,2,3,2,188,186,4,0,0
S01008620,276,7,1,1,5,265,261,5,0,0
S01008621,256,5,2,1,3,251,250,1,0,0
S01008622,196,8,1,4,3,188,184,6,0,0
S01008623,341,31,12,5,14,310,248,65,0,0
S01008624,356,130,60,27,43,226,148,78,0,0
S01008625,241,185,30,102,52,60,32,28,0,0
S01008626,382,158,35,40,79,228,192,36,0,0
S01008627,252,139,18,76,45,113,54,59,0,0
S01008628,271,46,26,11,12,225,217,8,0,0
S01008629,295,21,1,5,15,278,254,16,0,0
S01008630,314,19,5,8,7,295,291,3,2,0
S01008631,465,50,5,12,33,415,396,19,0,0
S01008632,375,29,5,9,15,346,322,24,0,0
S01008633,413,136,60,31,45,280,193,90,0,0
S01008634,286,75,36,35,5,209,130,80,0,0
S01008635,405,87,30,24,33,318,231,85,2,0
S01008636,315,60,24,21,13,256,205,51,0,0
S01008637,392,96,37,32,29,296,252,43,1,0
S01008638,330,42,4,8,30,288,268,16,4,0
S01008639,445,59,8,16,35,385,347,35,2,1
S01008640,394,21,4,5,12,374,346,30,2,0
S01008641,364,6,2,2,5,358,354,4,0,0
S01008642,407,60,20,16,27,347,316,30,2,0
S01008643,322,51,3,9,39,271,238,36,1,0
S01008644,389,32,6,5,21,357,321,34,1,0
S01008645,348,12,1,1,10,335,335,0,0,0
S01008646,493,45,3,7,32,451,443,4,2,0
S01008647,370,33,0,11,25,337,334,4,0,0
S01008648,318,7,3,1,4,312,306,8,1,0
S01008649,538,11,0,7,4,524,524,0,0,0
S01008650,436,6,1,1,4,430,425,3,2,0
S01008651,614,16,1,4,11,598,587,10,1,0
S01008652,324,8,2,1,3,317,315,1,1,0
S01008653,380,19,4,2,12,364,350,8,3,0
S01008654,592,9,2,3,4,583,569,9,7,0
S01008655,459,13,2,4,10,443,422,12,5,0
S01008656,441,7,1,2,4,434,429,4,1,0
S01008657,351,45,1,5,41,306,300,4,4,0
S01008658,856,13,1,2,11,842,822,14,6,1
S01008659,444,7,5,2,3,436,408,7,17,1
S01008660,538,31,6,4,21,507,457,36,14,0
S01008661,433,10,2,5,4,423,411,1,8,0
S01008662,277,3,1,0,2,274,264,6,4,0
S01008663,436,7,2,2,4,429,414,5,7,0
S01008664,392,14,0,4,12,378,369,6,4,0
S01008665,652,29,5,7,15,621,610,9,2,4
S01008666,330,7,0,2,2,323,318,5,0,0
S01008667,512,17,6,6,5,492,479,12,0,0
S01008668,309,2,0,0,2,308,292,14,2,0
S01008669,131,9,1,3,3,123,115,3,4,0
S01008670,256,7,3,0,4,249,243,4,0,0
S01008671,323,7,1,4,1,316,309,2,5,0
S01008672,334,18,0,6,10,316,303,6,7,0
S01008673,1100,23,7,8,8,1077,1049,17,11,0
S01008674,378,5,0,0,5,375,347,6,22,0
S01008675,432,12,0,9,6,420,411,6,3,0
S01008676,360,43,4,11,30,316,265,45,6,0
S01008677,393,4,1,1,2,392,361,7,22,0
S01008678,391,6,2,1,3,385,376,4,5,0
S01008679,521,12,4,5,5,509,481,14,13,0
S01008680,350,3,3,0,0,347,330,4,11,0
S01008681,520,7,0,3,4,513,497,6,10,0
S01008682,415,26,6,6,16,389,369,16,4,0
S01008683,591,48,2,11,34,543,530,4,8,0
S01008684,589,25,5,5,14,563,557,4,2,1
S01008685,471,28,3,7,18,443,390,41,15,0
S01008686,634,24,4,9,14,610,604,6,0,0
S01008687,399,12,1,4,7,387,386,0,1,0
S01008688,506,34,4,8,22,468,464,4,0,0
S01008689,498,32,3,5,21,467,462,3,3,0
S01008690,786,145,3,14,131,641,634,8,0,0
S01008691,715,34,4,11,16,682,676,8,1,0
S01008692,818,98,2,77,19,720,715,2,2,0
S01008693,159,110,1,98,9,49,47,2,0,0
S01008694,518,80,4,11,62,441,436,5,0,0
S01008695,342,89,7,26,56,253,245,6,4,0
S01008696,276,177,6,19,152,99,95,5,0,0
S01008697,439,292,105,135,53,146,142,4,0,1
S01008698,196,169,47,94,25,27,27,0,0,0
S01008699,473,125,43,34,45,348,345,2,0,0
S01008700,261,195,104,31,54,68,60,8,0,0
S01008701,691,233,26,62,138,463,453,8,3,1
S01008702,300,12,3,7,3,286,282,1,3,2
S01008703,478,151,22,48,81,326,318,5,2,7
S01008704,1641,888,202,282,408,745,739,5,1,4
S01008705,367,84,10,30,46,279,274,0,3,4
S01008706,317,157,17,56,84,160,158,2,0,0
S01008707,392,168,16,85,70,224,220,3,1,0
S01008708,510,169,21,75,73,338,338,1,0,1
S01008709,272,222,17,117,85,47,46,4,0,0
S01008710,228,151,16,97,38,77,77,0,0,0
S01008711,393,124,6,43,75,269,269,0,0,0
S01008712,538,323,33,92,196,217,201,15,0,0
S01008713,253,44,6,13,28,209,209,1,1,0
S01008714,253,73,20,38,13,178,175,6,0,0
S01008715,352,213,11,55,147,139,136,3,0,0
S01008716,298,154,13,44,97,144,144,0,0,0
S01008717,204,181,35,69,73,23,23,0,0,0
S01008718,367,285,68,134,86,82,81,1,0,0
S01008719,451,349,61,163,125,102,97,7,1,0
S01008720,758,600,210,159,234,158,158,1,3,0
S01008721,327,316,124,112,80,9,10,1,0,0
S01008722,518,366,176,57,132,153,134,18,1,0
S01008723,309,211,75,68,70,98,96,4,0,0
S01008724,427,267,113,49,105,160,152,8,0,0
S01008725,300,179,40,28,111,121,92,29,0,0
S01008726,238,119,16,52,51,119,69,50,0,0
S01008727,455,166,32,43,88,288,211,70,4,0
S01008728,279,39,7,9,23,240,215,16,9,0
S01008729,277,142,33,55,54,135,97,32,6,0
S01008730,381,66,6,21,39,315,285,25,2,0
S01008731,253,140,8,31,101,113,108,1,4,0
S01008732,335,70,4,17,53,265,247,12,6,0
S01008733,839,153,4,21,128,686,684,2,0,0
S01008734,312,124,59,38,31,184,156,26,4,0
S01008735,389,343,207,107,33,43,25,14,1,0
S01008736,306,279,182,87,7,27,26,1,0,0
S01008737,285,277,190,58,26,8,5,3,0,0
S01008738,307,304,249,50,10,4,4,0,0,0
S01008739,292,178,7,34,137,114,111,3,0,0
S01008740,193,178,7,113,59,11,13,2,0,0
S01008741,410,363,48,131,186,47,44,2,2,0
S01008742,280,131,18,44,72,149,145,2,2,0
S01008743,451,84,23,15,46,367,363,4,0,0
S01008744,501,157,5,87,65,343,342,1,0,0
S01008745,237,83,23,12,49,154,156,2,0,0
S01008746,532,41,6,28,8,491,484,5,0,0
S01008747,207,136,38,39,59,71,57,10,1,0
S01008748,283,254,134,85,35,32,28,0,1,0
S01008749,437,372,229,98,41,67,57,8,0,0
S01008750,301,284,95,125,61,17,16,1,0,0
S01008751,274,133,17,73,43,141,138,1,0,0
S01008752,344,27,6,7,12,320,318,2,0,0
S01008753,298,17,1,4,12,281,277,3,1,0
S01008754,319,8,2,4,2,311,310,1,0,0
S01008755,619,57,11,19,27,561,557,4,0,1
S01008756,375,22,1,6,15,350,350,2,1,0
S01008757,322,14,1,5,5,308,307,0,1,0
S01008758,379,95,6,54,35,284,280,4,0,0
S01008759,302,51,3,29,20,251,252,1,0,0
S01008760,460,71,6,35,30,389,383,6,0,0
S01008761,248,83,17,44,22,168,161,3,1,0
S01008762,304,194,6,67,120,107,105,1,0,0
S01008763,429,185,3,25,157,244,232,12,0,0
S01008764,301,135,11,48,79,163,152,11,0,0
S01008765,403,127,7,7,111,276,259,16,1,0
S01008766,414,223,12,84,128,190,171,19,0,0
S01008767,249,123,3,32,83,123,116,10,0,1
S01008768,1157,167,27,26,111,993,982,7,4,0
S01008769,573,9,4,5,2,561,548,10,3,0
S01008770,463,10,3,2,6,453,452,1,0,0
S01008771,579,30,4,4,22,547,548,1,0,0
S01008772,387,99,6,26,66,288,257,31,0,0
S01008773,587,78,6,27,46,509,491,16,0,0
S01008774,562,111,4,35,70,451,445,4,2,0
S01008775,267,58,6,3,50,207,193,14,0,0
S01008776,402,23,4,7,10,379,372,5,2,0
S01008777,597,35,3,13,20,557,549,8,0,0
S01008778,660,12,2,4,4,650,638,1,7,0
S01008779,458,16,5,0,11,442,428,8,2,0
S01008780,237,8,0,0,6,226,221,5,3,1
S01008781,650,11,4,5,8,631,631,2,2,0
S01008782,405,21,10,3,5,386,354,30,2,2
S01008783,254,7,3,0,4,247,219,26,0,0
S01008784,244,8,1,1,4,238,227,10,2,0
S01008785,402,12,5,0,7,390,383,6,0,0
S01008786,561,7,2,1,2,551,530,18,5,0
S01008787,162,4,2,0,3,156,153,1,0,0
S01008788,412,6,0,4,4,406,396,10,4,0
S01008789,503,99,4,28,71,404,395,6,3,0
S01008790,340,5,1,1,3,335,317,15,3,0
S01008791,469,107,3,11,88,359,352,4,7,0
S01008792,474,50,5,7,35,424,391,33,4,0
S01008793,285,7,2,2,5,278,265,11,2,0
S01008794,529,26,8,6,13,502,494,8,0,0
S01008795,533,9,2,3,4,524,522,1,1,0
S01008796,591,10,1,4,5,581,569,10,2,0
S01008797,484,6,2,0,5,478,473,3,3,0
S01008798,536,6,2,4,1,529,528,1,0,0
S01008799,327,8,1,3,6,322,318,5,0,0
S01008800,654,2,0,0,2,648,648,2,3,0
S01008801,529,3,0,0,3,526,516,10,0,0
S01008802,605,7,0,2,5,598,598,0,0,0
S01008803,508,37,4,11,22,470,468,2,1,0
S01008804,314,9,2,3,3,304,303,1,0,1
S01008805,314,13,2,3,5,304,301,0,3,0
S01008806,721,16,0,3,13,703,693,9,1,0
S01008807,466,27,2,2,23,439,431,6,2,0
S01008808,406,11,2,3,7,395,392,3,0,0
S01008809,346,63,2,3,57,283,219,67,1,0
S01008810,394,3,1,2,0,391,388,5,0,0
S01008811,336,26,0,5,21,310,294,14,1,0
S01008812,206,6,0,2,5,198,198,0,0,0
S01008813,563,110,1,20,91,457,435,14,4,0
S01008814,399,114,3,4,104,285,260,22,3,0
S01008815,546,19,2,1,13,527,527,1,3,0
S01008816,345,48,0,20,27,297,287,9,2,0
S01008817,624,42,0,7,34,582,574,8,0,0
S01008818,524,113,10,26,77,409,401,8,1,0
S01008819,373,38,7,7,19,331,314,16,1,0
S01008820,591,41,5,8,28,554,531,18,2,0
S01008821,274,136,6,31,102,138,112,25,1,0
S01008822,281,166,11,33,119,118,85,33,0,0
S01008823,269,143,14,41,88,131,115,17,1,0
S01008824,502,127,13,51,61,375,364,11,0,0
S01008825,343,105,23,50,32,238,209,25,1,0
S01008826,321,29,4,9,20,290,274,12,0,0
S01008827,273,193,26,64,99,84,38,46,0,0
S01008828,434,210,51,81,78,224,209,14,4,0
S01008829,291,156,33,99,24,131,116,22,1,0
S01008830,401,166,9,29,126,235,224,9,0,0
S01008831,357,203,36,46,121,154,118,36,0,0
S01008832,347,84,33,25,26,260,233,27,0,0
S01008833,506,103,18,39,46,403,358,41,0,0
S01008834,494,194,17,61,116,304,223,81,0,0
S01008835,400,148,35,58,55,251,248,5,2,0
S01008836,455,18,2,5,11,437,424,10,3,0
S01008837,756,28,0,6,21,730,720,6,2,0
S01008838,674,104,4,10,90,567,549,15,3,0
S01008839,587,116,2,17,95,469,424,46,1,0
S01008840,505,157,4,28,124,347,338,9,0,0
S01008841,387,61,3,17,42,326,318,8,0,0
S01008842,406,66,16,16,34,340,334,7,3,0
S01008843,652,36,5,2,28,616,614,0,2,0
S01008844,365,22,2,6,14,342,340,0,2,2
S01008845,519,31,4,8,19,487,470,17,1,0
S01008846,334,50,8,3,38,284,267,16,2,0
S01008847,273,35,2,5,28,238,196,37,2,0
S01008848,358,36,2,12,22,321,299,21,1,1
S01008849,348,20,2,9,12,327,257,64,6,0
S01008850,358,47,3,3,39,310,238,72,0,1
S01008851,575,38,2,4,35,537,490,42,5,0
S01008852,451,73,5,11,57,378,244,134,3,0
