Data zone code,Data zone name,Total population
S01012345,Newtown St Boswells - North,907
S01012346,Dryburgh Charlesfield Maxton Area,824
S01012347,St Boswells - East,735
S01012348,St Boswells - West,634
S01012349,Jedburgh - Howden,837
S01012350,Jedburgh - Doom Hill,879
S01012351,Jedburgh - East Central,836
S01012352,Jedburgh - West Central,719
S01012353,Jedburgh - Abbey,752
S01012354,Newcastleton,778
S01012355,Teviothead and Hermitage Area,995
S01012356,Denholm,694
S01012357,Minto Cauldmill and Boonraw Area,928
S01012358,Bonchester Bridge and Chesters Area,815
S01012359,Hawick - Burnfoot - South East,786
S01012360,Hawick - Burnfoot - Central,705
S01012361,Hawick - Burnfoot - West,573
S01012362,Hawick - Burnfoot - North,722
S01012363,Hawick Central - Wellogate,1011
S01012364,Hawick Central - Trinity,600
S01012365,Hawick Central - Millers Knowes,913
S01012366,Hawick Central - Town Centre,812
S01012367,Hawick Central - Weensland,818
S01012368,Hawick West End - Wilton Dean,658
S01012369,Hawick West End - Crumhaughill and Parkdaill,805
S01012370,Hawick Central - Drumlanrig,863
S01012371,Hawick West End - Crumhaugh,964
S01012372,Hawick North - Commercial Road,641
S01012373,Hawick North - Wilton Hill,934
S01012374,Hawick North - Stirtches,878
S01012375,Hawick North - Silverbuthall,854
S01012376,Ashkirk Lilliesleaf and Midlem Area,959
S01012377,Bowden and Lindean Area,609
S01012378,Ettrick Water and Bowhill Area,585
S01012379,Yarrow Water and Sunderland Area,554
S01012380,Selkirk - Shawburn,849
S01012381,Selkirk - Town Centre,799
S01012382,Selkirk - Hillside Terrace,925
S01012383,Selkirk - Shawpark,794
S01012384,Selkirk - Dunsdale,538
S01012385,Selkirk - Heatherlie,643
S01012386,Selkirk - Bannerfield,940
S01012387,Shetland South - 01,874
S01012388,Shetland South - 02,769
S01012389,Shetland South - 03,967
S01012390,Shetland South - 04,830
S01012391,Lerwick South - 01,1199
S01012392,Lerwick South - 02,809
S01012393,Lerwick South - 03,738
S01012394,Lerwick South - 04,688
S01012395,Lerwick North - 01,468
S01012396,Lerwick North - 02,553
S01012397,Lerwick North - 03,802
S01012398,Lerwick North - 04,745
S01012399,Lerwick North - 05,727
S01012400,Lerwick North - 06,560
S01012401,Lerwick North - 07,722
S01012402,Central Shetland - 01,837
S01012403,Central Shetland - 02,1020
S01012404,Central Shetland - 03,787
S01012405,Central Shetland - 04,807
S01012406,East and West Mainland - 01,680
S01012407,East and West Mainland - 02,860
S01012408,East and West Mainland - 03,588
S01012409,East and West Mainland - 04,665
S01012410,North Mainland - 01,1002
S01012411,North Mainland - 02,992
S01012412,North Mainland - 03,642
S01012413,North and East Isles - 01,919
S01012414,North and East Isles - 02,717
S01012415,North and East Isles - 03,570
S01012416,North and East Isles - 04,483
S01012417,Carrick South - 01,572
S01012418,Carrick South - 02,802
S01012419,Carrick South - 03,783
S01012420,Carrick South - 04,770
S01012421,Carrick South - 05,682
S01012422,Carrick South - 06,892
S01012423,Carrick South - 07,771
S01012424,Girvan Glendoune - 01,902
S01012425,Girvan Glendoune - 02,567
S01012426,Girvan Glendoune - 03,517
S01012427,Girvan Glendoune - 04,571
S01012428,Girvan Glendoune - 05,632
S01012429,Girvan Ailsa - 01,552
S01012430,Girvan Ailsa - 02,523
S01012431,Girvan Ailsa - 03,863
S01012432,Girvan Ailsa - 04,674
S01012433,Girvan Ailsa - 05,472
S01012434,Maybole - 01,558
S01012435,Maybole - 02,641
S01012436,Maybole - 03,623
S01012437,Maybole - 04,576
S01012438,Maybole - 05,808
S01012439,Maybole - 06,710
S01012440,Maybole - 07,489
S01012441,Carrick North - 01,833
S01012442,Carrick North - 02,1788
S01012443,Carrick North - 03,748
S01012444,Carrick North - 04,956
S01012445,Carrick North - 05,525
S01012446,Coylton - 01,497
S01012447,Coylton - 02,828
S01012448,Coylton - 03,916
S01012449,Coylton - 04,575
S01012450,Coylton - 05,1054
S01012451,Alloway and Doonfoot - 01,988
S01012452,Alloway and Doonfoot - 02,615
S01012453,Alloway and Doonfoot - 03,760
S01012454,Alloway and Doonfoot - 04,670
S01012455,Alloway and Doonfoot - 05,631
S01012456,Alloway and Doonfoot - 06,793
S01012457,Alloway and Doonfoot - 07,789
S01012458,Alloway and Doonfoot - 08,792
S01012459,Castlehill and Kincaidston - 01,494
S01012460,Castlehill and Kincaidston - 02,532
S01012461,Castlehill and Kincaidston - 03,654
S01012462,Castlehill and Kincaidston - 04,715
S01012463,Castlehill and Kincaidston - 05,552
S01012464,Castlehill and Kincaidston - 06,569
S01012465,Castlehill and Kincaidston - 07,684
S01012466,Belmont - 01,725
S01012467,Belmont - 02,714
S01012468,Belmont - 03,755
S01012469,Belmont - 04,691
S01012470,Belmont - 05,960
S01012471,Belmont - 06,805
S01012472,Belmont - 07,681
S01012473,Holmston and Forehill - 01,515
S01012474,Holmston and Forehill - 02,683
S01012475,Holmston and Forehill - 03,613
S01012476,Holmston and Forehill - 04,946
S01012477,Holmston and Forehill - 05,628
S01012478,Holmston and Forehill - 06,949
S01012479,Holmston and Forehill - 07,634
S01012480,Ayr South Harbour and Town Centre - 01,457
S01012481,Ayr South Harbour and Town Centre - 02,950
S01012482,Ayr South Harbour and Town Centre - 03,792
S01012483,Ayr South Harbour and Town Centre - 04,764
S01012484,Ayr South Harbour and Town Centre - 05,786
S01012485,Ayr South Harbour and Town Centre - 06,895
S01012486,Ayr South Harbour and Town Centre - 07,543
S01012487,"Ayr North Harbour, Wallacetown and Newton South - 01",485
S01012488,"Ayr North Harbour, Wallacetown and Newton South - 02",921
S01012489,"Ayr North Harbour, Wallacetown and Newton South - 03",946
S01012490,"Ayr North Harbour, Wallacetown and Newton South - 04",981
S01012491,"Ayr North Harbour, Wallacetown and Newton South - 05",501
S01012492,"Ayr North Harbour, Wallacetown and Newton South - 06",677
S01012493,Craigie - 01,357
S01012494,Craigie - 02,957
S01012495,Craigie - 03,926
S01012496,Dalmilling - 01,722
S01012497,Dalmilling - 02,457
S01012498,Dalmilling - 03,858
S01012499,Dalmilling - 04,716
S01012500,"Lochside, Braehead and Whitletts - 01",565
S01012501,"Lochside, Braehead and Whitletts - 02",548
S01012502,"Lochside, Braehead and Whitletts - 03",681
S01012503,"Lochside, Braehead and Whitletts - 04",665
S01012504,"Lochside, Braehead and Whitletts - 05",705
S01012505,"Lochside, Braehead and Whitletts - 06",966
S01012506,Newton North - 01,564
S01012507,Newton North - 02,805
S01012508,Newton North - 03,844
S01012509,Newton North - 04,515
S01012510,Newton North - 05,969
S01012511,Newton North - 06,469
S01012512,Heathfield - 01,469
S01012513,Heathfield - 02,517
S01012514,Heathfield - 03,981
S01012515,Heathfield - 04,647
S01012516,Heathfield - 05,672
S01012517,Heathfield - 06,1091
S01012518,Prestwick West - 01,478
S01012519,Prestwick West - 02,499
S01012520,Prestwick West - 03,724
S01012521,Prestwick West - 04,454
S01012522,Prestwick West - 05,879
S01012523,Prestwick West - 06,789
S01012524,Prestwick East - 01,845
S01012525,Prestwick East - 02,664
S01012526,Prestwick East - 03,720
S01012527,Prestwick East - 04,643
S01012528,Prestwick East - 05,814
S01012529,Prestwick East - 06,572
S01012530,Prestwick East - 07,871
S01012531,Prestwick Airport and Monkton - 01,1057
S01012532,Prestwick Airport and Monkton - 02,1062
S01012533,Prestwick Airport and Monkton - 03,481
S01012534,Prestwick Airport and Monkton - 04,614
S01012535,"Annbank, Mossblown and Tarbolton - the Coalfields - 01",812
S01012536,"Annbank, Mossblown and Tarbolton - the Coalfields - 02",778
S01012537,"Annbank, Mossblown and Tarbolton - the Coalfields - 03",662
S01012538,"Annbank, Mossblown and Tarbolton - the Coalfields - 04",1185
S01012539,"Annbank, Mossblown and Tarbolton - the Coalfields - 05",586
S01012540,"Annbank, Mossblown and Tarbolton - the Coalfields - 06",694
S01012541,"Annbank, Mossblown and Tarbolton - the Coalfields - 07",1123
S01012542,"Dundonald, Loans and Symington - 01",1363
S01012543,"Dundonald, Loans and Symington - 02",679
S01012544,"Dundonald, Loans and Symington - 03",867
S01012545,"Dundonald, Loans and Symington - 04",444
S01012546,"Dundonald, Loans and Symington - 05",867
S01012547,"Dundonald, Loans and Symington - 06",638
S01012548,"Dundonald, Loans and Symington - 07",2046
S01012549,Muirhead - 01,501
S01012550,Muirhead - 02,800
S01012551,Muirhead - 03,757
S01012552,Muirhead - 04,851
S01012553,Muirhead - 05,896
S01012554,Muirhead - 06,434
S01012555,Muirhead - 07,456
S01012556,Muirhead - 08,492
S01012557,Barassie - 01,595
S01012558,Barassie - 02,552
S01012559,Barassie - 03,651
S01012560,Barassie - 04,534
S01012561,Barassie - 05,713
S01012562,Barassie - 06,661
S01012563,Troon - 01,744
S01012564,Troon - 02,621
S01012565,Troon - 03,709
S01012566,Troon - 04,739
S01012567,Troon - 05,878
S01012568,Troon - 06,539
S01012569,Troon - 07,956
S01012570,Clydesdale South - 01,446
S01012571,Clydesdale South - 02,742
S01012572,Clydesdale South - 03,457
S01012573,Clydesdale South - 04,885
S01012574,"Biggar, Symington, Thankerton and Dolphinton - 01",888
S01012575,"Biggar, Symington, Thankerton and Dolphinton - 02",681
S01012576,"Biggar, Symington, Thankerton and Dolphinton - 03",679
S01012577,"Biggar, Symington, Thankerton and Dolphinton - 04",1253
S01012578,"Biggar, Symington, Thankerton and Dolphinton - 05",863
S01012579,"Biggar, Symington, Thankerton and Dolphinton - 06",803
S01012580,"Biggar, Symington, Thankerton and Dolphinton - 07",867
S01012581,"Carstairs, Carstairs Junction and Carnwath - 01",640
S01012582,"Carstairs, Carstairs Junction and Carnwath - 02",1037
S01012583,"Carstairs, Carstairs Junction and Carnwath - 03",694
S01012584,"Carstairs, Carstairs Junction and Carnwath - 04",783
S01012585,"Carstairs, Carstairs Junction and Carnwath - 05",806
S01012586,"Carstairs, Carstairs Junction and Carnwath - 06",928
S01012587,"Forth, Braehead and Auchengray - 01",858
S01012588,"Forth, Braehead and Auchengray - 02",600
S01012589,"Forth, Braehead and Auchengray - 03",666
S01012590,"Forth, Braehead and Auchengray - 04",783
S01012591,"Forth, Braehead and Auchengray - 05",676
S01012592,Law - 01,752
S01012593,Law - 02,829
S01012594,Law - 03,449
S01012595,Law - 04,598
S01012596,Law - 05,687
S01012597,Law - 06,497
S01012598,Carluke West - 01,621
S01012599,Carluke West - 02,649
S01012600,Carluke West - 03,665
S01012601,Carluke West - 04,879
S01012602,Carluke North - 01,648
S01012603,Carluke North - 02,569
S01012604,Carluke North - 03,666
S01012605,Carluke North - 04,521
S01012606,Carluke East - 01,873
S01012607,Carluke East - 02,706
S01012608,Carluke East - 03,766
S01012609,Carluke East - 04,797
S01012610,Carluke East - 05,950
S01012611,Carluke South - 01,1146
S01012612,Carluke South - 02,672
S01012613,Carluke South - 03,606
S01012614,Carluke South - 04,970
S01012615,"Crossford, Braidwood and Yieldshields - 01",786
S01012616,"Crossford, Braidwood and Yieldshields - 02",1020
S01012617,"Crossford, Braidwood and Yieldshields - 03",948
S01012618,"Crossford, Braidwood and Yieldshields - 04",497
S01012619,Lanark North West - 01,532
S01012620,Lanark North West - 02,707
S01012621,Lanark North West - 03,573
S01012622,Lanark North West - 04,781
S01012623,Lanark North East - 01,602
S01012624,Lanark North East - 02,710
S01012625,Lanark North East - 03,528
S01012626,Lanark North East - 04,455
S01012627,Lanark South - 01,602
S01012628,Lanark South - 02,1300
S01012629,Lanark South - 03,498
S01012630,Lanark South - 04,847
S01012631,Lanark South - 05,673
S01012632,Hazelbank and Kirkfieldbank - 01,778
S01012633,Hazelbank and Kirkfieldbank - 02,637
S01012634,Hazelbank and Kirkfieldbank - 03,675
S01012635,Hazelbank and Kirkfieldbank - 04,1199
S01012636,Hazelbank and Kirkfieldbank - 05,812
S01012637,"Douglas, Coalburn and Rigside - 01",760
S01012638,"Douglas, Coalburn and Rigside - 02",846
S01012639,"Douglas, Coalburn and Rigside - 03",873
S01012640,"Douglas, Coalburn and Rigside - 04",810
S01012641,"Douglas, Coalburn and Rigside - 05",971
S01012642,Lesmahagow - 01,804
S01012643,Lesmahagow - 02,425
S01012644,Lesmahagow - 03,691
S01012645,Lesmahagow - 04,834
S01012646,Lesmahagow - 05,907
S01012647,Kirkmuirhill and Blackwood - 01,674
S01012648,Kirkmuirhill and Blackwood - 02,516
S01012649,Kirkmuirhill and Blackwood - 03,602
S01012650,Kirkmuirhill and Blackwood - 04,680
S01012651,Kirkmuirhill and Blackwood - 05,659
S01012652,Kirkmuirhill and Blackwood - 06,1006
S01012653,Ashgill and Netherburn - 01,984
S01012654,Ashgill and Netherburn - 02,1397
S01012655,Ashgill and Netherburn - 03,1074
S01012656,Merryton and Meadowhill - 01,739
S01012657,Merryton and Meadowhill - 02,505
S01012658,Merryton and Meadowhill - 03,849
S01012659,Merryton and Meadowhill - 04,969
S01012660,"Larkhall Central, Raploch, Millheugh and Burnhead - 01",723
S01012661,"Larkhall Central, Raploch, Millheugh and Burnhead - 02",804
S01012662,"Larkhall Central, Raploch, Millheugh and Burnhead - 03",789
S01012663,"Larkhall Central, Raploch, Millheugh and Burnhead - 04",624
S01012664,"Larkhall Central, Raploch, Millheugh and Burnhead - 05",901
S01012665,Hareleeshill - 01,794
S01012666,Hareleeshill - 02,579
S01012667,Hareleeshill - 03,586
S01012668,Hareleeshill - 04,750
S01012669,Hareleeshill - 05,589
S01012670,Hareleeshill - 06,652
S01012671,Strutherhill - 01,901
S01012672,Strutherhill - 02,771
S01012673,Strutherhill - 03,628
S01012674,Strutherhill - 04,614
S01012675,Strutherhill - 05,743
S01012676,Stonehouse - 01,792
S01012677,Stonehouse - 02,590
S01012678,Stonehouse - 03,832
S01012679,Stonehouse - 04,727
S01012680,Stonehouse - 05,539
S01012681,Stonehouse - 06,942
S01012682,Stonehouse - 07,675
S01012683,Stonehouse - 08,731
S01012684,Strathaven South - 01,525
S01012685,Strathaven South - 02,731
S01012686,Strathaven South - 03,973
S01012687,Strathaven South - 04,545
S01012688,Strathaven South - 05,779
S01012689,Strathaven South - 06,487
S01012690,Strathaven South - 07,471
S01012691,Strathaven North - 01,681
S01012692,Strathaven North - 02,762
S01012693,Strathaven North - 03,1160
S01012694,Strathaven North - 04,423
S01012695,"Chapelton, Glengavel and Sandford - 01",827
S01012696,"Chapelton, Glengavel and Sandford - 02",967
S01012697,"Chapelton, Glengavel and Sandford - 03",1183
S01012698,"Chapelton, Glengavel and Sandford - 04",917
S01012699,"Glassford, Quarter and Allanton - 01",1416
S01012700,"Glassford, Quarter and Allanton - 02",773
S01012701,"Glassford, Quarter and Allanton - 03",1379
S01012702,"Glassford, Quarter and Allanton - 04",1139
S01012703,Eddlewood - 01,551
S01012704,Eddlewood - 02,724
S01012705,Eddlewood - 03,732
S01012706,Eddlewood - 04,692
S01012707,Eddlewood - 05,747
S01012708,Low Waters - 01,633
S01012709,Low Waters - 02,597
S01012710,Low Waters - 03,663
S01012711,Low Waters - 04,926
S01012712,Silvertonhill - 01,783
S01012713,Silvertonhill - 02,737
S01012714,Silvertonhill - 03,628
S01012715,Silvertonhill - 04,636
S01012716,Hamilton Centre and Low Parks - 01,863
S01012717,Hamilton Centre and Low Parks - 02,1069
S01012718,Hamilton Centre and Low Parks - 03,897
S01012719,Hamilton Centre and Low Parks - 04,969
S01012720,Hamilton Centre and Low Parks - 05,427
S01012721,Laighstonehall - 01,599
S01012722,Laighstonehall - 02,692
S01012723,Laighstonehall - 03,649
S01012724,Laighstonehall - 04,730
S01012725,Laighstonehall - 05,878
S01012726,Fairhill - 01,634
S01012727,Fairhill - 02,657
S01012728,Fairhill - 03,803
S01012729,Woodhead and Meikle Earnock - 01,775
S01012730,Woodhead and Meikle Earnock - 02,538
S01012731,Woodhead and Meikle Earnock - 03,772
S01012732,Woodhead and Meikle Earnock - 04,617
S01012733,Little Earnock - 01,2624
S01012734,Little Earnock - 02,601
S01012735,Little Earnock - 03,444
S01012736,Little Earnock - 04,975
S01012737,Little Earnock - 05,752
S01012738,Little Earnock - 06,577
S01012739,Little Earnock - 07,904
S01012740,Little Earnock - 08,1018
S01012741,Earnock - 01,488
S01012742,Earnock - 02,625
S01012743,Earnock - 03,508
S01012744,Earnock - 04,590
S01012745,Earnock - 05,1114
S01012746,Earnock - 06,723
S01012747,Hillhouse - 01,808
S01012748,Hillhouse - 02,812
S01012749,Hillhouse - 03,837
S01012750,Hillhouse - 04,854
S01012751,Hillhouse - 05,799
S01012752,High Blantyre - 01,741
S01012753,High Blantyre - 02,463
S01012754,High Blantyre - 03,593
S01012755,High Blantyre - 04,419
S01012756,High Blantyre - 05,441
S01012757,High Blantyre - 06,393
S01012758,High Blantyre - 07,580
S01012759,Blantyre South and Wheatlands - 01,717
S01012760,Blantyre South and Wheatlands - 02,977
S01012761,Blantyre South and Wheatlands - 03,639
S01012762,Blantyre South and Wheatlands - 04,628
S01012763,Blantyre South and Wheatlands - 05,397
S01012764,Blantyre South and Wheatlands - 06,699
S01012765,Low Blantyre and Bardykes - 01,658
S01012766,Low Blantyre and Bardykes - 02,854
S01012767,Low Blantyre and Bardykes - 03,529
S01012768,Low Blantyre and Bardykes - 04,649
S01012769,Low Blantyre and Bardykes - 05,378
S01012770,Blantytre North and Coatshill - 01,850
S01012771,Blantytre North and Coatshill - 02,577
S01012772,Blantytre North and Coatshill - 03,641
S01012773,Blantytre North and Coatshill - 04,865
S01012774,Burnbank North - 01,817
S01012775,Burnbank North - 02,380
