Data Zone 2011,All occupied households
S01010496,450
S01010497,231
S01010498,430
S01010499,421
S01010500,372
S01010501,493
S01010502,321
S01010503,302
S01010504,303
S01010505,258
S01010506,451
S01010507,338
S01010508,503
S01010509,438
S01010510,471
S01010511,364
S01010512,280
S01010513,318
S01010514,280
S01010515,352
S01010516,323
S01010517,375
S01010518,276
S01010519,314
S01010520,407
S01010521,409
S01010522,313
S01010523,337
S01010524,240
S01010525,288
S01010526,364
S01010527,497
S01010528,325
S01010529,344
S01010530,291
S01010531,530
S01010532,198
S01010533,277
S01010534,379
S01010535,301
S01010536,376
S01010537,310
S01010538,426
S01010539,457
S01010540,267
S01010541,432
S01010542,393
S01010543,234
S01010544,372
S01010545,369
S01010546,355
S01010547,344
S01010548,334
S01010549,743
S01010550,235
S01010551,332
S01010552,326
S01010553,276
S01010554,353
S01010555,425
S01010556,393
S01010557,272
S01010558,409
S01010559,368
S01010560,278
S01010561,296
S01010562,315
S01010563,206
S01010564,251
S01010565,287
S01010566,497
S01010567,439
S01010568,713
S01010569,436
S01010570,428
S01010571,379
S01010572,318
S01010573,215
S01010574,233
S01010575,302
S01010576,341
S01010577,330
S01010578,211
S01010579,322
S01010580,367
S01010581,232
S01010582,507
S01010583,437
S01010584,403
S01010585,323
S01010586,316
S01010587,292
S01010588,225
S01010589,261
S01010590,291
S01010591,588
S01010592,264
S01010593,818
S01010594,284
S01010595,300
S01010596,754
S01010597,362
S01010598,389
S01010599,784
S01010600,525
S01010601,299
S01010602,248
S01010603,365
S01010604,195
S01010605,473
S01010606,383
S01010607,317
S01010608,322
S01010609,255
S01010610,336
S01010611,489
S01010612,304
S01010613,333
S01010614,311
S01010615,382
S01010616,349
S01010617,358
S01010618,311
S01010619,358
S01010620,453
S01010621,433
S01010622,332
S01010623,285
S01010624,363
S01010625,319
S01010626,422
S01010627,390
S01010628,460
S01010629,483
S01010630,256
S01010631,323
S01010632,473
S01010633,524
S01010634,232
S01010635,337
S01010636,371
S01010637,363
S01010638,441
S01010639,677
S01010640,366
S01010641,518
S01010642,629
S01010643,308
S01010644,393
S01010645,246
S01010646,320
S01010647,297
S01010648,309
S01010649,285
S01010650,697
S01010651,263
S01010652,372
S01010653,272
S01010654,343
S01010655,429
S01010656,300
S01010657,274
S01010658,331
S01010659,309
S01010660,303
S01010661,357
S01010662,378
S01010663,392
S01010664,322
S01010665,492
S01010666,517
S01010667,293
S01010668,558
S01010669,282
S01010670,398
S01010671,339
S01010672,349
S01010673,480
S01010674,517
S01010675,357
S01010676,467
S01010677,273
S01010678,354
S01010679,297
S01010680,382
S01010681,465
S01010682,456
S01010683,465
S01010684,412
S01010685,331
S01010686,331
S01010687,434
S01010688,391
S01010689,404
S01010690,298
S01010691,362
S01010692,360
S01010693,241
S01010694,300
S01010695,303
S01010696,426
S01010697,469
S01010698,348
S01010699,248
S01010700,246
S01010701,446
S01010702,415
S01010703,358
S01010704,291
S01010705,627
S01010706,348
S01010707,524
S01010708,264
S01010709,308
S01010710,318
S01010711,350
S01010712,291
S01010713,287
S01010714,330
S01010715,373
S01010716,486
S01010717,293
S01010718,477
S01010719,292
S01010720,478
S01010721,302
S01010722,389
S01010723,386
S01010724,407
S01010725,490
S01010726,424
S01010727,282
S01010728,226
S01010729,283
S01010730,425
S01010731,418
S01010732,332
S01010733,245
S01010734,369
S01010735,291
S01010736,234
S01010737,664
S01010738,248
S01010739,411
S01010740,258
S01010741,387
S01010742,347
S01010743,270
S01010744,453
S01010745,338
S01010746,464
S01010747,373
S01010748,298
S01010749,277
S01010750,282
S01010751,368
S01010752,360
S01010753,500
S01010754,314
S01010755,258
S01010756,308
S01010757,360
S01010758,352
S01010759,300
S01010760,351
S01010761,219
S01010762,271
S01010763,330
S01010764,302
S01010765,507
S01010766,388
S01010767,357
S01010768,278
S01010769,253
S01010770,371
S01010771,444
S01010772,406
S01010773,360
S01010774,340
S01010775,355
S01010776,261
S01010777,251
S01010778,260
S01010779,352
S01010780,262
S01010781,351
S01010782,299
S01010783,264
S01010784,323
S01010785,294
S01010786,300
S01010787,395
S01010788,293
S01010789,301
S01010790,317
S01010791,417
S01010792,288
S01010793,275
S01010794,275
S01010795,480
S01010796,363
S01010797,334
S01010798,297
S01010799,420
S01010800,382
S01010801,341
S01010802,234
S01010803,277
S01010804,303
S01010805,414
S01010806,454
S01010807,239
S01010808,216
S01010809,302
S01010810,263
S01010811,426
S01010812,234
S01010813,235
S01010814,314
S01010815,197
S01010816,314
S01010817,377
S01010818,489
S01010819,380
S01010820,274
S01010821,240
S01010822,281
S01010823,126
S01010824,241
S01010825,332
S01010826,310
S01010827,215
S01010828,429
S01010829,467
S01010830,291
S01010831,200
S01010832,248
S01010833,348
S01010834,498
S01010835,229
S01010836,393
S01010837,318
S01010838,317
S01010839,337
S01010840,285
S01010841,407
S01010842,534
S01010843,444
S01010844,281
S01010845,231
S01010846,281
S01010847,251
S01010848,305
S01010849,366
S01010850,315
S01010851,407
S01010852,319
S01010853,400
S01010854,376
S01010855,216
S01010856,404
S01010857,329
S01010858,275
S01010859,363
S01010860,253
S01010861,320
S01010862,299
S01010863,301
S01010864,268
S01010865,429
S01010866,300
S01010867,292
S01010868,288
S01010869,279
S01010870,372
S01010871,383
S01010872,420
S01010873,339
S01010874,307
S01010875,277
S01010876,458
S01010877,421
S01010878,507
S01010879,399
S01010880,204
S01010881,266
S01010882,165
S01010883,281
S01010884,407
S01010885,556
S01010886,166
S01010887,443
S01010888,481
S01010889,254
S01010890,499
S01010891,312
S01010892,514
S01010893,305
S01010894,308
S01010895,183
S01010896,390
S01010897,367
S01010898,233
S01010899,207
S01010900,346
S01010901,252
S01010902,414
S01010903,455
S01010904,311
S01010905,545
S01010906,412
S01010907,266
S01010908,307
S01010909,272
S01010910,240
S01010911,373
S01010912,359
S01010913,327
S01010914,228
S01010915,259
S01010916,182
S01010917,262
S01010918,315
S01010919,317
S01010920,326
S01010921,257
S01010922,389
S01010923,385
S01010924,242
S01010925,314
S01010926,373
S01010927,253
S01010928,285
S01010929,254
S01010930,364
S01010931,433
S01010932,333
S01010933,493
S01010934,423
S01010935,325
S01010936,390
S01010937,333
S01010938,379
S01010939,197
S01010940,265
S01010941,320
S01010942,265
S01010943,250
S01010944,285
S01010945,239
S01010946,385
S01010947,230
S01010948,279
S01010949,341
S01010950,355
S01010951,284
S01010952,196
S01010953,225
S01010954,226
S01010955,745
S01010956,814
S01010957,230
S01010958,226
S01010959,307
S01010960,498
S01010961,262
S01010962,330
S01010963,376
S01010964,295
S01010965,214
S01010966,319
S01010967,305
S01010968,302
S01010969,345
S01010970,469
S01010971,409
S01010972,329
S01010973,200
S01010974,323
S01010975,186
S01010976,206
S01010977,300
S01010978,347
S01010979,348
S01010980,345
S01010981,346
S01010982,451
S01010983,375
S01010984,301
S01010985,242
S01010986,182
S01010987,218
S01010988,208
S01010989,396
S01010990,316
S01010991,1333
S01010992,188
S01010993,250
S01010994,595
S01010995,290
S01010996,231
S01010997,285
S01010998,313
S01010999,470
S01011000,1127
S01011001,274
S01011002,305
S01011003,278
S01011004,276
S01011005,352
S01011006,840
S01011007,278
S01011008,365
S01011009,207
S01011010,339
S01011011,427
S01011012,319
S01011013,384
S01011014,364
S01011015,192
S01011016,661
S01011017,605
S01011018,365
S01011019,537
S01011020,519
S01011021,347
S01011022,245
S01011023,367
S01011024,301
S01011025,274
S01011026,234
S01011027,428
S01011028,414
S01011029,269
S01011030,361
S01011031,413
S01011032,344
S01011033,276
S01011034,329
S01011035,251
S01011036,288
S01011037,567
S01011038,373
S01011039,598
S01011040,290
S01011041,230
S01011042,328
S01011043,335
S01011044,309
S01011045,304
S01011046,372
S01011047,412
S01011048,439
S01011049,319
S01011050,254
S01011051,482
S01011052,365
S01011053,287
S01011054,244
S01011055,224
S01011056,311
S01011057,248
S01011058,269
S01011059,268
S01011060,381
S01011061,435
S01011062,441
S01011063,497
S01011064,474
S01011065,310
S01011066,201
S01011067,238
S01011068,226
S01011069,227
S01011070,231
S01011071,325
S01011072,573
S01011073,296
S01011074,284
S01011075,293
S01011076,373
S01011077,365
S01011078,725
S01011079,493
S01011080,473
S01011081,344
S01011082,272
S01011083,359
S01011084,327
S01011085,387
S01011086,356
S01011087,263
S01011088,466
S01011089,316
S01011090,408
S01011091,275
S01011092,276
S01011093,1251
S01011094,439
S01011095,355
S01011096,446
S01011097,311
S01011098,350
S01011099,365
S01011100,205
S01011101,231
S01011102,265
S01011103,238
S01011104,288
S01011105,473
S01011106,367
S01011107,437
S01011108,238
S01011109,339
S01011110,312
S01011111,388
S01011112,265
S01011113,423
S01011114,294
S01011115,371
S01011116,296
S01011117,366
S01011118,438
S01011119,426
S01011120,291
S01011121,364
S01011122,297
S01011123,528
S01011124,280
S01011125,218
S01011126,179
S01011127,134
S01011128,374
S01011129,335
S01011130,295
S01011131,308
S01011132,354
S01011133,187
S01011134,404
S01011135,341
S01011136,274
S01011137,180
S01011138,249
S01011139,324
S01011140,230
S01011141,228
S01011142,341
S01011143,460
S01011144,254
S01011145,306
S01011146,346
S01011147,437
S01011148,335
S01011149,310
S01011150,352
S01011151,212
S01011152,292
S01011153,456
S01011154,307
S01011155,348
S01011156,243
S01011157,280
S01011158,273
S01011159,350
S01011160,377
S01011161,266
S01011162,196
S01011163,336
S01011164,340
S01011165,364
S01011166,195
S01011167,300
S01011168,564
S01011169,548
S01011170,480
S01011171,450
S01011172,376
S01011173,257
S01011174,211
S01011175,308
S01011176,282
S01011177,376
S01011178,203
S01011179,266
S01011180,302
S01011181,375
S01011182,303
S01011183,223
S01011184,456
S01011185,294
S01011186,462
S01011187,294
S01011188,435
S01011189,351
S01011190,279
S01011191,231
S01011192,282
S01011193,297
S01011194,281
S01011195,312
S01011196,393
S01011197,348
S01011198,274
S01011199,483
S01011200,359
S01011201,288
S01011202,392
S01011203,362
S01011204,235
S01011205,233
S01011206,262
S01011207,329
S01011208,343
S01011209,266
S01011210,248
S01011211,253
S01011212,212
S01011213,480
S01011214,316
S01011215,217
S01011216,253
S01011217,384
S01011218,445
S01011219,323
S01011220,412
S01011221,436
S01011222,360
S01011223,357
S01011224,343
S01011225,340
S01011226,485
S01011227,393
S01011228,475
S01011229,312
S01011230,292
S01011231,290
S01011232,468
S01011233,479
S01011234,483
S01011235,142
S01011236,264
S01011237,335
S01011238,290
S01011239,361
S01011240,441
S01011241,486
S01011242,402
S01011243,550
S01011244,377
S01011245,412
S01011246,530
S01011247,366
S01011248,320
S01011249,307
S01011250,439
S01011251,422
S01011252,335
S01011253,397
S01011254,355
S01011255,270
S01011256,165
S01011257,179
S01011258,194
S01011259,347
S01011260,336
S01011261,367
S01011262,184
S01011263,494
S01011264,258
S01011265,463
S01011266,369
S01011267,252
S01011268,150
S01011269,316
S01011270,337
S01011271,329
S01011272,383
S01011273,332
S01011274,393
S01011275,271
S01011276,407
S01011277,284
S01011278,211
S01011279,317
S01011280,230
S01011281,238
S01011282,351
S01011283,261
S01011284,196
S01011285,301
S01011286,267
S01011287,393
S01011288,346
S01011289,422
S01011290,554
S01011291,382
S01011292,317
S01011293,309
S01011294,504
S01011295,520
S01011296,272
S01011297,320
S01011298,235
S01011299,209
S01011300,409
S01011301,351
S01011302,477
S01011303,452
S01011304,273
S01011305,326
S01011306,276
S01011307,700
S01011308,221
S01011309,337
S01011310,360
S01011311,304
S01011312,480
S01011313,372
S01011314,491
S01011315,168
S01011316,333
S01011317,397
S01011318,517
S01011319,385
S01011320,353
S01011321,301
S01011322,253
S01011323,338
S01011324,295
S01011325,455
S01011326,478
S01011327,385
S01011328,364
S01011329,513
S01011330,349
S01011331,368
S01011332,331
S01011333,405
S01011334,204
S01011335,477
S01011336,281
S01011337,345
S01011338,278
S01011339,236
S01011340,289
S01011341,333
S01011342,358
S01011343,434
S01011344,378
S01011345,348
S01011346,321
S01011347,546
S01011348,407
S01011349,369
S01011350,261
S01011351,342
S01011352,345
S01011353,269
S01011354,298
S01011355,433
S01011356,490
S01011357,343
S01011358,167
S01011359,385
S01011360,227
S01011361,61
S01011362,292
S01011363,399
S01011364,265
S01011365,208
S01011366,239
S01011367,393
S01011368,320
S01011369,356
S01011370,246
S01011371,462
S01011372,388
S01011373,341
S01011374,294
S01011375,283
S01011376,307
S01011377,436
S01011378,363
S01011379,508
S01011380,352
S01011381,325
S01011382,438
S01011383,364
S01011384,316
S01011385,449
S01011386,209
S01011387,348
S01011388,449
S01011389,433
S01011390,313
S01011391,257
S01011392,286
S01011393,388
S01011394,174
S01011395,439
S01011396,411
S01011397,388
S01011398,313
S01011399,256
S01011400,349
S01011401,303
S01011402,506
S01011403,208
S01011404,424
S01011405,284
S01011406,350
S01011407,539
S01011408,370
S01011409,367
S01011410,289
S01011411,286
S01011412,351
S01011413,223
S01011414,367
S01011415,440
S01011416,254
S01011417,445
S01011418,272
S01011419,247
S01011420,277
S01011421,246
S01011422,264
S01011423,215
S01011424,230
S01011425,331
S01011426,473
S01011427,243
S01011428,296
S01011429,255
S01011430,393
S01011431,525
S01011432,466
S01011433,371
S01011434,258
S01011435,453
S01011436,350
S01011437,350
S01011438,228
S01011439,442
S01011440,271
S01011441,334
S01011442,355
S01011443,286
S01011444,311
S01011445,233
S01011446,741
S01011447,364
S01011448,327
S01011449,262
S01011450,250
S01011451,1208
S01011452,409
S01011453,304
S01011454,349
S01011455,317
S01011456,348
S01011457,353
S01011458,472
S01011459,469
S01011460,192
S01011461,338
S01011462,434
S01011463,582
S01011464,215
S01011465,292
S01011466,369
S01011467,235
S01011468,310
S01011469,303
S01011470,488
S01011471,461
S01011472,267
S01011473,453
S01011474,455
S01011475,416
S01011476,177
S01011477,347
S01011478,532
S01011479,567
S01011480,460
S01011481,388
S01011482,430
S01011483,217
S01011484,384
S01011485,361
S01011486,233
S01011487,383
S01011488,328
S01011489,264
S01011490,474
S01011491,240
S01011492,352
S01011493,170
S01011494,326
S01011495,356
S01011496,298
S01011497,291
S01011498,228
S01011499,385
S01011500,219
S01011501,339
S01011502,300
S01011503,250
S01011504,381
S01011505,341
S01011506,221
S01011507,291
S01011508,431
S01011509,240
S01011510,418
S01011511,254
S01011512,453
S01011513,349
S01011514,341
S01011515,266
S01011516,385
S01011517,224
S01011518,299
S01011519,306
S01011520,297
S01011521,448
S01011522,457
S01011523,342
S01011524,364
S01011525,337
S01011526,416
S01011527,289
S01011528,488
S01011529,295
S01011530,478
S01011531,462
S01011532,221
S01011533,340
S01011534,344
S01011535,511
S01011536,264
S01011537,241
S01011538,308
S01011539,304
S01011540,450
S01011541,475
S01011542,420
S01011543,329
S01011544,291
S01011545,332
S01011546,233
S01011547,209
S01011548,337
S01011549,290
S01011550,266
S01011551,215
S01011552,253
S01011553,263
S01011554,426
S01011555,231
S01011556,236
S01011557,281
S01011558,236
S01011559,203
S01011560,323
S01011561,293
S01011562,350
S01011563,280
S01011564,395
S01011565,355
S01011566,339
S01011567,435
S01011568,285
S01011569,340
S01011570,314
S01011571,382
S01011572,326
S01011573,508
S01011574,288
S01011575,209
S01011576,351
S01011577,325
S01011578,305
S01011579,387
S01011580,299
S01011581,399
S01011582,498
S01011583,355
S01011584,307
S01011585,297
S01011586,289
S01011587,238
S01011588,293
S01011589,329
S01011590,278
S01011591,256
S01011592,317
S01011593,289
S01011594,210
S01011595,290
S01011596,652
S01011597,258
S01011598,0
S01011599,381
S01011600,371
S01011601,314
S01011602,531
S01011603,458
S01011604,172
S01011605,385
S01011606,358
S01011607,246
S01011608,355
S01011609,425
S01011610,362
S01011611,419
S01011612,206
S01011613,347
S01011614,186
S01011615,303
S01011616,215
S01011617,414
S01011618,267
S01011619,400
S01011620,367
S01011621,279
S01011622,233
S01011623,332
S01011624,300
S01011625,236
S01011626,295
S01011627,257
S01011628,441
S01011629,228
S01011630,290
S01011631,250
S01011632,317
S01011633,313
S01011634,204
S01011635,275
S01011636,263
S01011637,289
S01011638,228
S01011639,244
S01011640,278
S01011641,191
S01011642,334
S01011643,351
S01011644,331
S01011645,237
S01011646,256
S01011647,321
S01011648,403
S01011649,245
S01011650,331
S01011651,402
S01011652,290
S01011653,329
S01011654,485
S01011655,457
S01011656,226
S01011657,243
S01011658,339
S01011659,347
S01011660,374
S01011661,238
S01011662,234
S01011663,264
S01011664,407
S01011665,390
S01011666,416
S01011667,346
S01011668,400
S01011669,319
S01011670,217
S01011671,349
S01011672,264
S01011673,281
S01011674,499
S01011675,397
S01011676,299
S01011677,297
S01011678,223
S01011679,229
S01011680,452
S01011681,336
S01011682,209
S01011683,741
S01011684,231
S01011685,277
S01011686,375
S01011687,402
S01011688,527
S01011689,351
S01011690,387
S01011691,267
S01011692,445
S01011693,352
S01011694,201
S01011695,1276
S01011696,350
S01011697,421
S01011698,405
S01011699,515
S01011700,337
S01011701,434
S01011702,301
S01011703,632
S01011704,257
S01011705,323
S01011706,462
S01011707,362
S01011708,437
S01011709,482
S01011710,216
S01011711,318
S01011712,330
S01011713,354
S01011714,164
S01011715,269
S01011716,333
S01011717,292
S01011718,269
S01011719,240
S01011720,194
S01011721,341
S01011722,363
S01011723,444
S01011724,291
S01011725,217
S01011726,218
S01011727,264
S01011728,400
S01011729,278
S01011730,415
S01011731,346
S01011732,298
S01011733,322
S01011734,327
S01011735,280
S01011736,299
S01011737,301
S01011738,486
S01011739,292
S01011740,349
S01011741,313
S01011742,337
S01011743,367
S01011744,484
S01011745,448
S01011746,217
S01011747,386
S01011748,296
S01011749,264
S01011750,424
S01011751,324
S01011752,448
S01011753,415
S01011754,366
S01011755,438
S01011756,442
S01011757,350
S01011758,225
S01011759,333
S01011760,422
S01011761,271
S01011762,296
S01011763,345
S01011764,131
S01011765,366
S01011766,223
S01011767,397
S01011768,396
S01011769,326
S01011770,410
S01011771,235
S01011772,382
S01011773,194
S01011774,345
S01011775,244
S01011776,323
S01011777,260
S01011778,266
S01011779,317
S01011780,334
S01011781,203
S01011782,249
S01011783,200
S01011784,381
S01011785,350
S01011786,126
S01011787,466
S01011788,225
S01011789,977
S01011790,554
S01011791,324
S01011792,598
S01011793,503
S01011794,401
S01011795,299
S01011796,407
S01011797,388
S01011798,240
S01011799,358
S01011800,250
S01011801,230
S01011802,319
S01011803,316
S01011804,369
S01011805,283
S01011806,404
S01011807,489
S01011808,345
S01011809,360
S01011810,440
S01011811,436
S01011812,285
S01011813,361
S01011814,351
S01011815,427
S01011816,330
S01011817,570
S01011818,480
S01011819,420
S01011820,410
S01011821,191
S01011822,406
S01011823,297
S01011824,307
S01011825,265
S01011826,323
S01011827,284
S01011828,460
S01011829,218
S01011830,289
S01011831,445
S01011832,384
S01011833,386
S01011834,441
S01011835,362
S01011836,347
S01011837,262
S01011838,433
S01011839,432
S01011840,512
S01011841,420
S01011842,503
S01011843,529
S01011844,375
S01011845,399
S01011846,441
S01011847,189
S01011848,312
S01011849,433
S01011850,554
S01011851,358
S01011852,496
S01011853,376
S01011854,392
S01011855,379
S01011856,311
S01011857,292
S01011858,435
S01011859,441
S01011860,200
S01011861,330
S01011862,440
S01011863,332
S01011864,349
S01011865,280
S01011866,350
S01011867,455
S01011868,437
S01011869,423
S01011870,346
S01011871,845
S01011872,383
S01011873,350
S01011874,283
S01011875,327
S01011876,428
S01011877,267
S01011878,757
S01011879,241
S01011880,257
S01011881,422
S01011882,462
S01011883,578
S01011884,196
S01011885,293
S01011886,348
S01011887,226
S01011888,376
S01011889,414
S01011890,284
S01011891,382
S01011892,471
S01011893,573
S01011894,305
S01011895,261
S01011896,422
S01011897,463
S01011898,305
S01011899,355
S01011900,301
S01011901,407
S01011902,462
S01011903,382
S01011904,315
S01011905,280
S01011906,200
S01011907,335
S01011908,326
S01011909,424
S01011910,399
S01011911,291
S01011912,314
S01011913,323
S01011914,379
S01011915,340
S01011916,213
S01011917,251
S01011918,373
S01011919,390
S01011920,281
S01011921,289
S01011922,329
S01011923,410
S01011924,194
S01011925,284
S01011926,309
S01011927,281
S01011928,342
S01011929,301
S01011930,294
S01011931,593
S01011932,299
S01011933,343
S01011934,407
S01011935,479
S01011936,413
S01011937,392
S01011938,373
S01011939,425
S01011940,343
S01011941,464
S01011942,585
S01011943,810
S01011944,200
S01011945,328
S01011946,368
S01011947,215
S01011948,574
S01011949,389
S01011950,382
S01011951,317
S01011952,204
S01011953,420
S01011954,245
S01011955,498
S01011956,387
S01011957,333
S01011958,583
S01011959,406
S01011960,368
S01011961,359
S01011962,281
S01011963,265
S01011964,489
S01011965,381
S01011966,356
S01011967,485
S01011968,478
S01011969,497
S01011970,430
S01011971,280
S01011972,477
S01011973,305
S01011974,361
S01011975,201
S01011976,352
S01011977,548
S01011978,383
S01011979,555
S01011980,311
S01011981,412
S01011982,431
S01011983,369
S01011984,326
S01011985,288
S01011986,295
S01011987,493
S01011988,258
S01011989,370
S01011990,452
S01011991,299
S01011992,549
S01011993,416
S01011994,337
S01011995,461
S01011996,228
S01011997,412
S01011998,238
S01011999,296
S01012000,199
S01012001,296
S01012002,238
S01012003,246
S01012004,418
S01012005,342
S01012006,648
S01012007,381
S01012008,418
S01012009,287
S01012010,584
S01012011,507
S01012012,364
S01012013,371
S01012014,388
S01012015,431
S01012016,310
S01012017,241
S01012018,385
S01012019,479
S01012020,345
S01012021,218
S01012022,288
S01012023,191
S01012024,361
S01012025,337
S01012026,367
S01012027,312
S01012028,380
S01012029,996
S01012030,2100
S01012031,327
S01012032,165
S01012033,372
S01012034,382
S01012035,446
S01012036,385
S01012037,514
S01012038,357
S01012039,453
S01012040,253
S01012041,384
S01012042,508
S01012043,373
S01012044,461
S01012045,653
S01012046,400
S01012047,436
S01012048,423
S01012049,337
S01012050,414
S01012051,287
S01012052,449
S01012053,388
S01012054,311
S01012055,453
S01012056,349
S01012057,324
S01012058,318
S01012059,396
S01012060,423
S01012061,419
S01012062,583
S01012063,233
S01012064,283
S01012065,268
S01012066,404
S01012067,252
S01012068,224
S01012069,227
S01012070,387
S01012071,745
S01012072,709
S01012073,448
S01012074,337
S01012075,263
S01012076,458
S01012077,394
S01012078,365
S01012079,408
S01012080,336
S01012081,400
S01012082,309
S01012083,374
S01012084,244
S01012085,295
S01012086,422
S01012087,425
S01012088,286
S01012089,360
S01012090,355
S01012091,243
S01012092,219
S01012093,225
S01012094,326
S01012095,396
S01012096,398
S01012097,302
S01012098,263
S01012099,346
S01012100,581
S01012101,305
S01012102,324
S01012103,431
S01012104,347
S01012105,500
S01012106,521
S01012107,338
S01012108,565
S01012109,609
S01012110,524
S01012111,394
S01012112,418
S01012113,503
S01012114,368
S01012115,259
S01012116,310
S01012117,534
S01012118,227
S01012119,345
S01012120,445
S01012121,453
S01012122,319
S01012123,255
S01012124,249
S01012125,489
S01012126,396
S01012127,755
S01012128,317
S01012129,437
S01012130,691
S01012131,643
S01012132,479
S01012133,335
S01012134,622
S01012135,625
S01012136,484
S01012137,574
S01012138,458
S01012139,453
S01012140,240
S01012141,398
S01012142,396
S01012143,379
S01012144,440
S01012145,390
S01012146,521
S01012147,407
S01012148,319
S01012149,349
S01012150,393
S01012151,260
S01012152,339
S01012153,482
S01012154,456
S01012155,432
S01012156,633
S01012157,511
S01012158,548
S01012159,232
S01012160,286
S01012161,203
S01012162,459
S01012163,412
S01012164,404
S01012165,418
S01012166,283
S01012167,386
S01012168,319
S01012169,410
S01012170,551
S01012171,490
S01012172,300
S01012173,282
S01012174,328
S01012175,349
S01012176,349
S01012177,239
S01012178,241
S01012179,280
S01012180,294
S01012181,358
S01012182,1082
S01012183,679
S01012184,602
S01012185,550
S01012186,339
S01012187,350
S01012188,258
S01012189,235
S01012190,204
S01012191,299
S01012192,271
S01012193,177
S01012194,180
S01012195,414
S01012196,200
S01012197,311
S01012198,401
S01012199,295
S01012200,265
S01012201,311
S01012202,238
S01012203,317
S01012204,266
S01012205,291
S01012206,325
S01012207,397
S01012208,451
S01012209,318
S01012210,394
S01012211,407
S01012212,308
S01012213,336
S01012214,297
S01012215,326
S01012216,289
S01012217,263
S01012218,245
S01012219,406
S01012220,367
S01012221,299
S01012222,427
S01012223,354
S01012224,370
S01012225,456
S01012226,293
S01012227,263
S01012228,254
S01012229,322
S01012230,404
S01012231,282
S01012232,314
S01012233,333
S01012234,384
S01012235,217
S01012236,335
S01012237,312
S01012238,313
S01012239,267
S01012240,385
S01012241,226
S01012242,336
S01012243,249
S01012244,339
S01012245,342
S01012246,413
S01012247,320
S01012248,338
S01012249,387
S01012250,479
S01012251,506
S01012252,352
S01012253,512
S01012254,411
S01012255,500
S01012256,276
S01012257,427
S01012258,308
S01012259,284
S01012260,398
S01012261,339
S01012262,525
S01012263,382
S01012264,224
S01012265,356
S01012266,566
S01012267,381
S01012268,302
S01012269,471
S01012270,363
S01012271,873
S01012272,315
S01012273,378
S01012274,458
S01012275,480
S01012276,508
S01012277,524
S01012278,440
S01012279,408
S01012280,417
S01012281,364
S01012282,483
S01012283,389
S01012284,445
S01012285,287
S01012286,477
S01012287,422
S01012288,359
S01012289,452
S01012290,303
S01012291,518
S01012292,352
S01012293,217
S01012294,379
S01012295,290
S01012296,380
S01012297,284
S01012298,409
S01012299,284
S01012300,297
S01012301,420
S01012302,250
S01012303,416
S01012304,444
S01012305,466
S01012306,330
S01012307,327
S01012308,371
S01012309,298
S01012310,534
S01012311,258
S01012312,480
S01012313,339
S01012314,381
S01012315,393
S01012316,299
S01012317,256
S01012318,324
S01012319,339
S01012320,273
S01012321,411
S01012322,468
S01012323,440
S01012324,494
S01012325,301
S01012326,302
S01012327,381
S01012328,299
S01012329,391
S01012330,286
S01012331,269
S01012332,457
S01012333,476
S01012334,416
S01012335,408
S01012336,286
S01012337,442
S01012338,400
S01012339,394
S01012340,569
S01012341,406
S01012342,432
S01012343,459
S01012344,324
S01012345,400
S01012346,353
S01012347,373
S01012348,308
S01012349,399
S01012350,389
S01012351,370
S01012352,349
S01012353,449
S01012354,393
S01012355,427
S01012356,340
S01012357,383
S01012358,386
S01012359,369
S01012360,310
S01012361,269
S01012362,292
S01012363,593
S01012364,351
S01012365,445
S01012366,490
S01012367,401
S01012368,302
S01012369,379
S01012370,488
S01012371,498
S01012372,385
S01012373,458
S01012374,400
S01012375,423
S01012376,433
S01012377,293
S01012378,284
S01012379,250
S01012380,426
S01012381,452
S01012382,436
S01012383,414
S01012384,278
S01012385,337
S01012386,425
S01012387,399
S01012388,346
S01012389,403
S01012390,346
S01012391,510
S01012392,334
S01012393,340
S01012394,282
S01012395,245
S01012396,322
S01012397,432
S01012398,423
S01012399,324
S01012400,313
S01012401,394
S01012402,357
S01012403,436
S01012404,403
S01012405,323
S01012406,289
S01012407,365
S01012408,260
S01012409,291
S01012410,452
S01012411,444
S01012412,306
S01012413,436
S01012414,344
S01012415,229
S01012416,223
S01012417,276
S01012418,356
S01012419,309
S01012420,357
S01012421,322
S01012422,407
S01012423,357
S01012424,425
S01012425,276
S01012426,249
S01012427,274
S01012428,284
S01012429,269
S01012430,282
S01012431,435
S01012432,357
S01012433,283
S01012434,291
S01012435,317
S01012436,292
S01012437,266
S01012438,326
S01012439,331
S01012440,239
S01012441,374
S01012442,754
S01012443,328
S01012444,389
S01012445,186
S01012446,260
S01012447,355
S01012448,374
S01012449,250
S01012450,427
S01012451,460
S01012452,322
S01012453,304
S01012454,296
S01012455,259
S01012456,307
S01012457,386
S01012458,355
S01012459,192
S01012460,245
S01012461,309
S01012462,373
S01012463,265
S01012464,248
S01012465,296
S01012466,351
S01012467,334
S01012468,312
S01012469,333
S01012470,485
S01012471,351
S01012472,320
S01012473,219
S01012474,374
S01012475,295
S01012476,420
S01012477,262
S01012478,415
S01012479,263
S01012480,312
S01012481,519
S01012482,449
S01012483,459
S01012484,376
S01012485,391
S01012486,242
S01012487,260
S01012488,539
S01012489,521
S01012490,675
S01012491,253
