Intermediate Zone - Data Zone 2011,Mainly work from home,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Other - No fixed place of work or working outside the UK
S01011612,140,3,66,29,53,21,7,4,2,53
S01011613,109,9,57,22,50,22,3,5,1,54
S01011614,67,8,28,17,23,7,6,3,1,33
S01011615,92,6,65,25,31,13,4,4,1,52
S01011616,55,13,37,24,13,8,2,0,3,55
S01011617,127,17,60,55,39,24,3,3,3,84
S01011618,68,19,48,33,30,11,0,3,0,52
S01011619,179,18,48,85,71,40,13,6,4,87
S01011620,179,17,53,83,94,63,12,12,4,89
S01011621,101,11,31,45,45,31,5,2,1,70
S01011622,123,11,21,51,33,25,10,5,5,56
S01011623,118,10,45,41,31,17,4,5,1,53
S01011624,111,8,49,35,43,30,7,4,0,61
S01011625,61,7,35,22,28,17,3,1,0,41
S01011626,147,3,45,52,53,44,9,4,3,67
S01011627,131,15,66,55,36,32,6,6,3,63
S01011628,184,17,77,74,69,63,8,11,1,78
S01011629,61,15,39,30,23,12,4,2,1,48
S01011630,65,28,50,26,56,15,4,1,4,52
S01011631,65,16,53,20,23,7,0,0,1,60
S01011632,95,29,67,43,32,23,3,5,2,75
S01011633,62,16,50,43,27,10,1,4,1,45
S01011634,69,12,31,18,38,9,3,0,0,46
S01011635,87,14,42,13,35,21,0,0,4,45
S01011636,61,27,48,24,33,8,4,2,1,51
S01011637,82,24,42,21,43,9,0,3,0,45
S01011638,33,7,28,16,30,6,2,1,1,28
S01011639,66,24,33,17,24,6,1,3,2,26
S01011640,72,24,48,21,33,16,3,2,0,49
S01011641,59,4,37,20,33,13,1,4,1,23
S01011642,94,26,41,21,48,17,2,3,3,53
S01011643,144,41,36,30,73,26,5,6,1,57
S01011644,82,38,39,31,41,19,0,6,3,55
S01011645,74,22,25,15,32,7,1,3,2,44
S01011646,85,9,45,20,42,12,3,7,2,35
S01011647,121,26,78,41,62,23,4,9,3,54
S01011648,171,53,54,49,96,32,8,12,6,79
S01011649,86,28,38,13,41,14,7,2,2,37
S01011650,107,40,51,31,45,17,6,5,0,48
S01011651,137,37,39,21,64,11,2,7,1,63
S01011652,111,26,32,33,45,11,2,1,3,48
S01011653,117,45,60,28,44,16,1,4,3,80
S01011654,120,40,48,39,48,22,4,5,1,50
S01011655,88,46,38,26,34,11,1,5,2,67
S01011656,63,17,32,16,19,8,0,3,1,30
S01011657,47,19,20,18,13,4,2,1,0,31
S01011658,73,44,38,28,33,6,4,2,1,75
S01011659,92,43,39,42,40,10,5,6,1,66
S01011660,119,31,44,40,57,23,5,3,2,57
S01011661,54,27,34,25,30,9,0,1,0,35
S01011662,101,10,41,44,47,19,4,3,6,58
S01011663,66,21,50,56,21,18,0,3,2,57
S01011664,108,62,70,46,45,12,4,3,5,90
S01011665,98,30,26,26,38,8,0,5,0,46
S01011666,94,31,42,28,50,13,2,3,0,54
S01011667,103,20,43,37,31,15,3,0,3,50
S01011668,82,42,54,37,39,10,0,3,2,91
S01011669,85,23,33,21,38,18,2,5,1,42
S01011670,68,18,24,21,19,12,1,1,1,40
S01011671,103,28,42,27,56,28,4,5,0,45
S01011672,52,10,39,21,20,14,4,3,2,42
S01011673,66,8,35,31,35,17,3,3,1,45
S01011674,195,35,63,70,105,62,6,9,4,87
S01011675,101,20,61,51,45,25,4,3,0,88
S01011676,72,12,31,37,33,16,2,2,4,67
S01011677,97,7,35,37,52,43,3,7,1,82
S01011678,61,12,17,22,23,12,1,1,0,51
S01011679,96,3,6,62,70,45,9,11,1,57
S01011680,118,6,9,75,71,32,8,3,4,84
S01011681,91,12,3,54,51,43,8,8,5,82
S01011682,88,3,1,23,47,34,5,3,6,58
S01011683,335,21,64,121,166,103,11,19,3,184
S01011684,77,2,8,47,37,13,1,2,5,39
S01011685,141,9,43,42,82,21,6,6,1,79
S01011686,129,8,51,67,61,22,6,12,3,69
S01011687,119,12,66,59,46,16,4,1,5,57
S01011688,254,21,103,89,138,41,5,10,5,120
S01011689,213,16,37,51,104,33,3,12,6,69
S01011690,153,8,48,69,114,25,3,6,2,89
S01011691,135,7,22,60,70,18,0,5,3,78
S01011692,112,22,28,95,101,19,7,3,8,75
S01011693,137,3,22,63,86,14,3,3,4,57
S01011694,101,2,9,46,76,9,5,4,2,46
S01011695,714,24,118,319,452,96,32,35,14,308
S01011696,235,9,29,137,94,17,12,11,4,54
S01011697,195,15,32,127,91,13,6,13,4,72
S01011698,165,16,29,96,63,5,0,1,7,49
S01011699,190,15,40,131,100,10,7,12,5,99
S01011700,108,3,29,57,33,5,0,1,5,44
S01011701,143,13,25,97,73,15,4,6,7,61
S01011702,78,8,22,48,44,3,6,5,2,44
S01011703,341,20,35,173,161,25,15,19,6,117
S01011704,127,6,14,61,83,11,5,2,5,48
S01011705,127,19,29,64,70,9,4,7,0,67
S01011706,124,16,30,72,95,10,5,3,3,65
S01011707,132,13,21,73,87,12,5,8,6,64
S01011708,117,14,24,78,99,10,0,5,0,75
S01011709,167,16,30,108,135,26,2,1,7,90
S01011710,50,12,26,28,37,6,4,1,5,51
S01011711,72,17,14,43,63,3,3,0,2,58
S01011712,105,8,8,46,75,16,2,2,3,52
S01011713,107,9,13,51,79,16,1,6,5,58
S01011714,99,3,13,40,64,12,2,0,0,36
S01011715,66,3,22,41,61,12,5,0,0,31
S01011716,151,9,16,65,111,19,6,2,1,75
S01011717,86,5,14,39,63,10,4,3,3,53
S01011718,151,8,18,64,109,33,0,7,4,60
S01011719,119,13,20,35,72,21,0,9,3,53
S01011720,69,6,19,17,40,18,0,3,0,38
S01011721,104,16,45,30,76,13,4,6,0,50
S01011722,97,18,32,28,62,23,3,3,0,57
S01011723,186,12,55,42,107,27,2,2,7,72
S01011724,108,18,34,36,86,27,5,4,1,66
S01011725,127,6,36,31,68,19,3,10,5,46
S01011726,99,8,20,19,85,22,2,6,2,42
S01011727,173,6,35,25,82,33,9,11,7,60
S01011728,140,21,47,36,76,23,1,2,4,71
S01011729,82,18,36,19,51,17,1,3,0,35
S01011730,89,12,26,30,68,19,2,2,2,36
S01011731,124,17,61,32,78,25,4,1,9,46
S01011732,101,10,27,19,62,20,2,3,0,40
S01011733,112,10,38,13,67,20,3,0,0,63
S01011734,100,16,25,18,67,26,5,1,4,35
S01011735,101,14,37,11,58,14,0,4,2,44
S01011736,106,25,31,15,56,20,5,1,5,43
S01011737,95,38,26,15,60,10,4,3,0,47
S01011738,159,63,39,24,120,47,3,7,1,68
S01011739,92,48,24,13,39,21,0,10,2,43
S01011740,83,61,28,19,55,21,7,5,2,50
S01011741,88,38,34,15,57,14,5,2,1,48
S01011742,115,46,34,13,61,12,10,6,3,53
S01011743,102,40,45,20,49,18,2,4,2,67
S01011744,106,51,49,19,63,32,0,3,3,51
S01011745,75,33,26,19,60,34,3,5,1,67
S01011746,74,25,20,6,30,21,4,4,0,35
S01011747,97,39,42,22,55,25,1,2,0,61
S01011748,100,52,30,11,45,21,3,4,0,56
S01011749,70,34,22,18,33,30,3,6,1,46
S01011750,112,23,38,13,37,42,2,3,2,63
S01011751,79,37,48,21,33,35,3,1,1,49
S01011752,133,52,44,30,57,55,4,6,1,71
S01011753,137,30,35,15,46,43,7,7,3,52
S01011754,103,36,37,13,52,32,4,0,3,58
S01011755,148,8,68,31,53,48,8,3,3,69
S01011756,121,15,64,28,68,53,8,0,3,71
S01011757,78,12,45,18,51,44,2,2,0,54
S01011758,74,8,43,24,34,34,3,3,1,36
S01011759,124,6,49,35,51,48,1,3,1,46
S01011760,115,17,46,26,56,71,6,5,1,64
S01011761,95,5,33,28,46,51,3,1,2,47
S01011762,75,15,45,18,40,45,3,4,1,34
S01011763,103,14,49,30,39,42,6,5,3,63
S01011764,48,4,30,11,24,22,2,3,0,22
S01011765,147,8,39,32,71,69,12,5,0,60
S01011766,87,6,18,32,41,42,5,4,4,49
S01011767,112,21,53,25,51,41,9,4,2,43
S01011768,117,27,41,20,62,37,9,3,3,55
S01011769,84,35,23,23,32,35,4,2,6,53
S01011770,92,41,38,8,52,35,6,0,1,55
S01011771,121,9,36,15,59,41,8,5,4,34
S01011772,187,6,40,28,77,54,6,12,5,51
S01011773,110,16,19,12,61,37,3,3,4,37
S01011774,163,11,59,14,66,44,9,8,3,69
S01011775,96,4,34,19,88,57,7,8,2,50
S01011776,213,6,44,20,112,66,5,7,9,87
S01011777,130,4,28,13,68,26,4,6,3,45
S01011778,126,4,27,11,83,30,3,9,2,39
S01011779,111,10,43,12,75,25,1,9,0,47
S01011780,150,13,39,15,92,35,5,4,5,58
S01011781,80,14,18,8,66,33,2,7,4,37
S01011782,86,7,22,16,36,22,2,2,1,41
S01011783,78,7,24,15,35,27,3,2,0,22
S01011784,96,18,35,21,84,27,4,4,6,48
S01011785,117,19,40,16,77,23,3,7,4,55
S01011786,90,5,15,17,52,18,0,7,1,37
S01011787,117,8,53,37,90,17,1,2,2,78
S01011788,132,1,24,9,56,32,8,14,7,53
S01011789,520,27,120,83,302,147,25,32,11,241
S01011790,218,42,34,75,126,47,9,8,6,112
S01011791,80,29,18,32,47,18,4,2,0,55
S01011792,130,33,14,36,89,20,4,6,3,58
S01011793,196,27,21,51,117,53,11,14,1,93
S01011794,105,27,12,40,54,19,1,5,4,64
S01011795,60,16,11,20,52,13,0,0,0,38
S01011796,70,37,7,81,61,29,7,1,4,72
S01011797,145,34,9,55,94,35,1,4,4,77
S01011798,77,30,3,33,42,25,3,6,1,43
S01011799,124,33,5,50,77,24,6,1,0,84
S01011800,59,23,10,39,52,10,0,3,4,58
S01011801,73,21,4,39,41,17,0,2,1,40
S01011802,64,25,8,59,44,21,1,4,0,57
S01011803,100,9,25,41,62,22,2,1,1,61
S01011804,92,78,20,3,40,34,0,2,6,42
S01011805,77,74,2,1,37,23,0,1,4,34
S01011806,101,116,22,2,78,29,0,1,1,61
S01011807,208,17,49,54,115,53,0,1,9,69
S01011808,66,11,6,119,81,9,0,0,8,53
S01011809,127,6,6,40,141,3,0,3,2,61
S01011810,139,26,14,58,151,19,0,1,6,86
S01011811,175,15,24,24,93,94,6,1,6,84
S01011812,108,5,3,28,131,35,2,0,9,45
S01011813,111,19,48,106,51,9,1,1,8,78
S01011814,147,4,11,16,154,13,3,1,2,84
S01011815,132,83,112,107,28,12,6,1,1,100
S01011816,107,89,98,6,8,13,0,1,2,57
S01011817,167,170,139,38,41,4,0,0,11,127
S01011818,95,164,99,7,14,7,0,0,5,71
S01011819,80,188,52,6,21,5,1,2,8,66
S01011820,83,182,29,9,14,1,0,0,6,67
S01011821,36,90,8,4,4,0,0,0,1,27
S01011822,98,155,12,4,13,2,0,1,4,49
S01011823,56,121,33,3,17,6,0,1,0,51
S01011824,67,121,58,3,6,5,0,0,1,43
S01011825,68,111,12,0,11,8,0,0,3,41
S01011826,75,126,38,15,13,7,0,0,2,53
S01011827,87,25,23,4,13,24,0,0,4,36
S01011828,164,48,25,13,88,34,6,8,11,68
S01011829,84,10,17,3,75,4,1,2,2,32
S01011830,114,18,17,32,23,12,3,0,5,41
S01011831,185,37,40,12,8,11,12,4,14,70
S01011832,171,70,25,22,12,8,14,6,5,66
S01011833,193,7,12,11,48,53,32,17,10,63
S01011834,199,31,24,17,71,79,47,16,8,79
S01011835,175,6,7,31,49,63,15,13,9,45
S01011836,156,6,8,32,49,46,25,4,3,34
S01011837,134,7,5,22,40,26,23,2,6,43
S01011838,152,38,4,12,57,38,39,10,16,55
S01011839,103,59,6,12,38,61,26,8,9,62
S01011840,152,78,9,13,55,71,47,17,7,69
S01011841,129,47,17,8,57,49,36,6,6,42
S01011842,125,63,11,9,50,52,31,10,6,63
S01011843,263,11,9,41,65,92,40,22,12,76
S01011844,193,18,26,12,45,45,38,4,11,43
S01011845,153,29,45,6,65,26,25,2,8,65
S01011846,181,23,38,13,55,41,44,16,18,68
S01011847,86,0,1,11,42,15,8,14,3,37
S01011848,148,12,5,11,57,7,28,24,7,51
S01011849,174,29,37,56,59,75,5,22,5,67
S01011850,291,35,36,20,55,87,19,67,21,89
S01011851,133,17,14,61,10,43,7,19,2,74
S01011852,158,77,54,10,34,44,8,25,2,62
S01011853,136,41,48,10,46,31,11,25,13,41
S01011854,130,37,40,6,15,28,6,18,9,54
S01011855,111,89,44,13,24,42,9,11,9,62
S01011856,104,19,16,1,14,40,6,18,5,43
S01011857,128,7,33,20,25,18,11,11,15,53
S01011858,153,22,9,26,15,15,31,13,19,49
S01011859,108,35,21,53,5,10,28,6,13,51
S01011860,106,6,33,15,5,19,8,0,9,41
S01011861,161,18,14,22,17,7,22,9,20,50
S01011862,109,55,13,9,9,37,12,14,17,46
S01011863,109,63,7,7,5,29,3,11,13,49
S01011864,112,65,16,4,16,45,11,10,19,46
S01011865,68,69,5,8,12,33,11,6,7,50
S01011866,103,79,24,4,24,48,7,4,7,57
S01011867,116,160,8,15,20,61,12,18,12,72
S01011868,113,101,20,16,25,46,8,8,8,65
S01011869,106,128,13,10,18,52,8,9,10,64
S01011870,85,83,23,15,21,27,3,4,4,52
S01011871,381,62,75,49,155,60,32,60,33,157
S01011872,172,7,14,30,95,10,23,21,7,58
S01011873,137,18,61,45,11,21,17,7,10,61
S01011874,97,7,52,80,10,15,11,4,2,50
S01011875,85,13,45,80,15,14,13,8,3,50
S01011876,175,25,9,55,94,20,22,16,16,67
S01011877,74,15,5,17,67,2,16,4,5,36
S01011878,399,72,196,79,40,35,53,31,20,136
S01011879,111,8,4,21,58,19,26,7,6,40
S01011880,133,4,2,20,45,18,20,7,13,42
S01011881,121,15,19,140,23,23,13,4,8,48
S01011882,93,23,8,141,20,19,16,8,4,50
S01011883,200,27,33,183,40,31,23,9,7,103
S01011884,107,4,5,25,46,16,2,0,2,32
S01011885,114,16,10,19,106,26,9,10,4,58
S01011886,113,11,10,36,94,24,11,11,5,54
S01011887,78,30,81,17,15,18,6,7,2,35
S01011888,101,37,141,24,11,16,16,7,4,63
S01011889,134,64,72,9,10,23,11,6,7,46
S01011890,98,64,60,6,3,23,13,7,5,46
S01011891,116,40,79,17,4,13,9,7,8,40
S01011892,164,145,68,12,11,35,11,12,9,44
S01011893,155,126,98,10,23,38,15,13,5,64
S01011894,91,62,71,6,9,9,5,10,3,42
S01011895,86,49,34,6,3,12,7,3,8,20
S01011896,147,88,74,11,7,23,16,9,12,55
S01011897,180,86,102,7,10,31,15,11,7,61
S01011898,130,61,60,3,4,19,16,5,12,30
S01011899,99,9,106,9,2,11,14,8,6,34
S01011900,97,17,104,5,4,12,15,10,8,28
S01011901,145,36,127,18,10,15,24,15,9,57
S01011902,163,52,101,7,9,12,18,8,6,45
S01011903,111,36,92,8,5,29,11,3,4,61
S01011904,81,14,110,4,4,13,20,11,3,33
S01011905,108,24,91,4,11,17,18,7,6,43
S01011906,56,8,63,7,6,9,13,3,7,16
S01011907,100,27,108,7,12,10,10,9,9,44
S01011908,140,29,134,19,12,24,17,10,11,50
S01011909,228,98,141,8,15,26,11,11,6,84
S01011910,114,35,132,9,13,17,9,5,3,77
S01011911,66,40,116,11,7,17,9,3,2,51
S01011912,74,32,118,8,6,9,14,1,5,63
S01011913,71,21,99,10,5,15,4,2,1,47
S01011914,93,48,116,10,9,12,14,1,4,93
S01011915,89,66,111,6,14,21,16,1,6,66
S01011916,50,43,68,6,7,13,9,9,3,34
S01011917,56,45,94,4,9,8,7,1,3,42
S01011918,113,65,89,4,15,9,10,3,0,55
S01011919,84,93,108,10,11,20,16,2,4,69
S01011920,68,52,68,7,7,9,5,4,4,38
S01011921,62,54,87,4,8,6,5,5,4,45
S01011922,73,62,95,3,2,15,7,3,2,58
S01011923,101,70,111,5,7,19,7,4,9,69
S01011924,47,32,51,7,3,18,1,2,2,34
S01011925,165,68,112,10,5,10,23,8,7,65
S01011926,86,46,114,3,11,17,7,1,3,37
S01011927,67,42,94,4,8,10,11,0,1,32
S01011928,79,36,89,12,6,9,10,7,1,54
S01011929,73,40,90,7,11,2,7,4,4,35
S01011930,72,36,105,6,5,13,3,0,2,40
S01011931,176,148,177,8,26,38,19,12,13,114
S01011932,74,65,90,2,13,18,16,6,4,44
S01011933,83,91,87,5,6,18,9,0,0,47
S01011934,98,62,76,6,7,32,5,6,6,65
S01011935,94,100,64,8,16,29,15,9,2,66
S01011936,118,97,54,7,13,23,10,7,4,50
S01011937,97,57,54,3,12,18,10,4,3,39
S01011938,102,67,49,8,6,16,4,7,6,46
S01011939,124,93,56,5,4,13,8,15,7,66
S01011940,79,61,55,2,8,11,1,8,2,48
S01011941,108,92,57,8,14,25,8,6,5,54
S01011942,112,123,85,3,9,15,5,5,5,54
S01011943,138,156,90,10,12,34,10,8,0,104
S01011944,88,11,32,14,1,13,3,6,5,30
S01011945,132,18,44,6,4,26,6,8,7,20
S01011946,95,57,55,8,5,23,12,6,8,37
S01011947,57,25,68,1,3,13,7,4,2,31
S01011948,158,79,97,8,7,20,15,12,8,57
S01011949,91,10,72,46,10,16,4,8,5,36
S01011950,56,12,73,35,9,16,5,4,0,40
S01011951,91,16,89,38,9,19,6,5,5,48
S01011952,81,9,42,21,8,15,1,3,6,26
S01011953,144,15,98,36,13,34,6,8,10,52
S01011954,56,12,82,18,1,11,11,3,5,29
S01011955,142,26,134,45,18,28,6,10,3,67
S01011956,150,12,7,95,78,46,12,16,7,57
S01011957,127,11,5,54,55,38,9,11,4,50
S01011958,200,13,43,98,85,38,20,8,15,107
S01011959,149,9,15,80,79,25,8,4,13,52
S01011960,161,10,5,50,167,19,6,13,14,60
S01011961,111,20,14,65,151,18,4,6,9,46
S01011962,123,2,11,12,133,10,4,11,5,47
S01011963,79,6,10,13,117,14,5,5,4,33
S01011964,152,14,26,15,206,21,4,7,11,57
S01011965,96,38,50,69,17,29,3,7,3,41
S01011966,104,8,23,108,31,20,6,8,6,41
S01011967,200,15,16,101,107,31,5,6,13,68
S01011968,133,57,67,89,23,47,4,3,12,69
S01011969,138,54,15,42,67,58,10,10,12,57
S01011970,100,80,7,36,47,49,1,6,7,63
S01011971,89,5,19,33,83,21,5,2,4,46
S01011972,178,11,10,24,108,44,11,6,12,97
S01011973,105,8,10,21,89,29,11,2,16,30
S01011974,105,41,11,46,56,48,7,9,12,42
S01011975,51,19,4,36,11,33,4,3,6,34
S01011976,90,34,1,60,13,70,11,3,11,63
S01011977,172,36,14,64,39,87,16,5,10,69
S01011978,85,32,3,47,12,69,3,3,7,45
S01011979,211,63,48,26,34,101,8,10,16,87
S01011980,133,22,29,20,11,77,5,7,2,57
S01011981,202,40,8,20,51,13,20,22,14,61
S01011982,245,6,22,32,37,51,16,9,10,69
S01011983,137,28,20,37,43,5,7,11,12,66
S01011984,70,58,12,28,3,32,7,0,4,57
S01011985,88,60,3,20,7,46,3,5,2,51
S01011986,68,42,20,23,4,36,1,2,4,38
S01011987,154,93,18,32,15,81,3,8,16,67
S01011988,59,33,13,10,8,50,2,0,4,37
S01011989,77,81,10,13,15,64,4,4,6,57
S01011990,117,104,19,32,9,96,3,3,16,74
S01011991,90,64,14,25,15,66,6,3,4,50
S01011992,131,88,13,21,9,81,7,1,13,74
S01011993,110,97,14,41,9,43,1,2,6,67
S01011994,85,20,29,6,5,52,4,0,8,30
S01011995,234,19,12,60,127,27,10,8,20,96
S01011996,54,7,3,43,48,7,8,1,2,34
S01011997,129,19,15,106,80,10,11,7,12,67
S01011998,90,9,1,7,62,6,11,9,14,28
S01011999,117,8,8,31,64,14,9,2,9,53
S01012000,75,5,4,14,58,8,10,4,3,25
S01012001,100,13,8,28,78,20,12,3,9,57
S01012002,55,9,1,57,30,8,5,9,2,44
S01012003,78,9,8,73,37,5,13,7,3,38
S01012004,97,7,57,124,26,10,17,3,4,75
S01012005,124,8,41,105,18,11,15,17,5,63
S01012006,292,50,78,96,71,24,31,12,23,118
S01012007,137,36,10,15,44,30,10,4,18,46
S01012008,200,40,16,11,59,50,8,7,9,70
S01012009,105,22,11,56,26,19,16,6,13,66
S01012010,166,142,10,6,37,5,24,6,20,69
S01012011,157,194,13,16,35,2,22,15,9,71
S01012012,120,69,27,10,18,4,14,5,12,48
S01012013,155,55,7,45,22,8,15,9,19,55
S01012014,117,118,5,24,34,8,12,1,8,53
S01012015,143,126,15,27,46,9,13,5,9,71
S01012016,141,36,26,7,25,12,8,11,10,37
S01012017,155,9,3,6,15,8,5,5,23,32
S01012018,150,44,15,27,40,21,8,5,28,59
S01012019,201,20,3,13,73,77,6,3,10,63
S01012020,92,11,5,11,61,30,4,7,3,31
S01012021,91,12,2,17,49,34,5,6,5,25
S01012022,97,16,6,29,80,38,7,2,4,32
S01012023,107,2,4,12,31,31,3,4,4,23
S01012024,174,3,19,45,102,39,13,6,5,56
S01012025,148,5,25,57,98,30,8,0,5,55
S01012026,218,9,61,78,102,32,14,6,6,79
S01012027,156,11,38,67,71,20,6,3,9,52
S01012028,164,6,5,28,103,61,8,7,3,67
S01012029,463,46,62,210,245,64,25,6,14,157
S01012030,1324,42,93,522,802,179,78,23,51,411
S01012031,151,4,25,43,93,17,14,8,10,48
S01012032,90,3,9,20,39,20,3,0,2,23
S01012033,114,10,39,64,51,14,4,3,3,53
S01012034,112,12,26,41,83,23,8,0,4,45
S01012035,138,11,34,54,81,13,5,2,8,48
S01012036,100,8,32,40,82,19,7,5,6,50
S01012037,137,19,55,98,109,31,4,2,9,75
S01012038,83,38,52,58,42,9,2,0,6,56
S01012039,109,43,48,75,84,10,6,0,0,71
S01012040,135,10,23,44,68,13,5,3,2,43
S01012041,133,10,57,86,77,13,3,1,0,48
S01012042,158,11,65,142,135,32,5,7,4,73
S01012043,97,27,35,64,51,17,1,0,1,74
S01012044,76,50,30,63,67,15,4,2,3,57
S01012045,167,37,51,65,92,25,9,2,3,79
S01012046,68,34,22,44,55,8,1,0,0,46
S01012047,78,41,41,47,60,8,4,2,2,34
S01012048,83,19,21,43,62,8,5,3,3,43
S01012049,80,23,29,40,55,14,4,0,2,39
S01012050,135,40,50,73,87,11,6,0,2,64
S01012051,81,14,29,36,33,7,0,3,3,29
S01012052,97,29,46,49,71,13,3,2,4,58
S01012053,76,41,58,48,64,13,3,1,5,43
S01012054,66,24,40,63,46,3,8,2,1,36
S01012055,103,37,47,60,82,26,0,0,3,61
S01012056,104,19,28,55,62,15,8,0,4,42
S01012057,125,13,29,54,63,18,3,2,4,50
S01012058,110,16,30,42,48,13,6,1,2,38
S01012059,104,18,67,63,41,10,2,1,2,69
S01012060,116,21,51,51,51,19,5,3,2,60
S01012061,125,14,56,55,61,21,0,3,6,53
S01012062,252,37,115,129,108,31,15,3,7,133
S01012063,86,14,55,47,44,12,2,6,1,40
S01012064,60,25,63,27,20,5,3,1,1,51
S01012065,67,20,59,37,19,5,3,0,2,41
S01012066,108,64,71,51,43,9,6,2,1,92
S01012067,68,23,39,18,18,1,0,1,1,38
S01012068,31,25,46,11,11,4,3,2,2,31
S01012069,44,15,34,30,20,3,2,2,1,28
S01012070,92,32,63,30,29,1,3,2,6,52
S01012071,146,53,64,56,68,15,2,7,4,98
S01012072,134,45,72,55,65,8,1,2,4,76
S01012073,160,34,84,77,67,16,7,5,4,64
S01012074,106,26,64,54,71,14,5,3,2,45
S01012075,131,23,54,49,28,9,4,2,3,46
S01012076,115,39,62,67,48,15,4,0,6,73
S01012077,95,37,66,55,26,11,1,2,0,63
S01012078,129,20,94,83,57,12,3,2,5,60
S01012079,91,31,74,41,29,6,2,0,0,46
S01012080,85,14,81,61,35,14,5,1,2,63
S01012081,91,15,70,44,43,9,3,0,3,48
S01012082,71,12,45,54,32,3,3,0,2,37
S01012083,62,10,64,51,35,10,2,1,1,48
S01012084,74,3,55,42,37,6,7,1,2,34
S01012085,97,7,53,60,54,12,6,1,4,58
S01012086,99,8,78,81,57,12,0,2,3,65
S01012087,114,13,93,84,43,9,2,5,2,62
S01012088,96,6,85,57,45,11,8,4,2,45
S01012089,116,13,65,60,49,15,5,4,4,52
S01012090,120,20,37,57,56,10,0,1,3,42
S01012091,82,9,53,40,22,8,1,0,2,25
S01012092,68,9,42,25,36,10,0,3,4,36
S01012093,48,11,34,30,23,7,0,0,1,27
S01012094,117,20,56,57,65,16,1,1,5,34
S01012095,124,12,85,90,67,15,8,4,6,75
S01012096,79,10,80,85,44,11,2,0,3,91
S01012097,87,17,77,88,35,11,0,1,1,54
S01012098,70,12,45,60,36,17,2,4,3,46
S01012099,78,27,63,63,27,8,2,0,5,54
S01012100,143,25,123,106,66,9,4,0,3,86
S01012101,127,12,54,42,31,7,2,4,6,42
S01012102,70,20,66,59,25,12,0,2,0,42
S01012103,164,33,83,71,56,16,6,2,3,65
S01012104,153,25,62,59,84,18,13,2,2,67
S01012105,157,30,78,83,81,20,3,0,3,64
S01012106,185,50,62,85,91,21,1,4,9,70
S01012107,116,27,35,36,51,8,4,2,10,41
S01012108,63,28,35,39,26,7,0,3,3,27
S01012109,153,43,52,79,48,29,3,3,3,84
S01012110,89,40,60,55,33,7,3,0,2,71
S01012111,85,28,63,70,32,7,0,1,5,55
S01012112,71,23,49,44,37,11,1,2,2,50
S01012113,123,15,93,101,38,8,3,1,2,57
S01012114,104,8,57,65,37,8,1,3,4,46
S01012115,62,15,55,48,32,10,3,0,5,37
S01012116,105,9,81,63,19,6,1,0,2,39
S01012117,269,15,148,162,69,23,14,10,6,98
S01012118,91,6,75,74,25,6,1,2,1,41
S01012119,116,9,80,78,25,19,6,1,0,51
S01012120,186,19,117,111,47,18,3,7,6,75
S01012121,121,48,81,69,44,4,3,4,4,69
S01012122,86,29,68,56,40,5,4,4,0,56
S01012123,100,27,31,27,37,11,1,0,5,27
S01012124,61,24,38,40,25,6,2,0,2,21
S01012125,93,38,66,60,32,7,1,4,4,42
S01012126,131,43,55,73,53,15,7,4,8,61
S01012127,203,79,72,99,81,13,5,6,14,88
S01012128,109,40,50,49,29,10,0,0,3,36
S01012129,133,31,24,55,30,8,2,2,5,62
S01012130,158,65,47,56,55,13,4,2,2,54
S01012131,176,83,52,67,57,7,3,0,4,80
S01012132,123,60,60,39,38,6,1,2,5,56
S01012133,111,40,32,44,41,14,3,3,4,51
S01012134,171,34,62,66,53,16,1,9,11,70
S01012135,125,44,52,70,44,9,5,4,5,66
S01012136,112,43,58,53,28,6,1,4,2,69
S01012137,135,36,83,83,26,10,2,2,8,65
S01012138,153,23,86,88,40,13,4,0,4,56
S01012139,152,32,89,73,29,9,0,2,0,61
S01012140,86,11,30,53,17,11,4,5,1,25
S01012141,186,17,72,94,21,5,10,2,5,42
S01012142,134,16,82,52,22,12,4,2,4,40
S01012143,116,7,75,61,23,7,4,2,2,54
S01012144,178,7,89,94,25,15,4,1,3,56
S01012145,176,17,79,105,29,18,3,4,6,45
S01012146,122,37,70,47,27,12,4,4,5,61
S01012147,97,26,70,48,15,7,2,0,0,52
S01012148,86,33,53,35,26,3,5,3,0,33
S01012149,115,26,61,51,27,12,8,4,3,50
S01012150,85,24,82,32,29,9,1,4,4,67
S01012151,68,11,62,55,14,7,0,3,0,31
S01012152,64,19,71,41,17,2,5,0,1,38
S01012153,119,59,71,51,39,10,5,0,2,70
S01012154,93,59,72,44,31,12,2,1,1,46
S01012155,71,41,47,37,37,5,4,2,7,49
S01012156,172,81,124,90,50,22,6,2,8,91
S01012157,146,65,91,66,42,14,4,3,6,72
S01012158,233,48,110,93,73,30,9,11,5,101
S01012159,78,16,30,39,29,7,3,2,2,33
S01012160,93,16,66,39,29,6,1,0,4,39
S01012161,45,15,37,21,4,7,3,5,2,35
S01012162,158,18,115,79,27,13,10,2,5,70
S01012163,127,30,97,83,27,6,4,1,2,63
S01012164,182,25,109,105,52,26,5,4,1,101
S01012165,98,34,87,62,27,8,3,3,0,54
S01012166,100,23,69,36,11,7,2,5,1,38
