Intermediate Zone - Data Zone 2011,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Owned: Shared Equity (e.g. LIFT or Help-to-Buy),Social Rented: Council (LA) or Housing Association/ Registered Social Landlord,Private rented,Lives Rent Free
S01007192,116,195,0,12,184,26,0
S01007193,94,79,1,0,77,15,4
S01007194,45,36,0,3,124,17,1
S01007195,70,51,0,2,122,21,3
S01007196,58,141,0,6,145,37,4
S01007197,22,31,0,1,208,11,2
S01007198,46,47,0,1,121,20,3
S01007199,58,38,0,0,163,22,3
S01007200,122,107,0,1,135,40,10
S01007201,134,76,0,0,115,17,4
S01007202,133,87,0,0,103,20,4
S01007203,84,67,0,0,38,10,1
S01007204,187,114,0,2,68,58,13
S01007205,132,60,0,0,4,56,16
S01007206,75,47,1,0,34,40,5
S01007207,197,110,1,1,64,49,4
S01007208,120,127,0,2,190,146,6
S01007209,110,104,1,2,54,98,9
S01007210,93,72,0,0,131,57,3
S01007211,111,102,1,1,212,67,5
S01007212,99,51,0,0,19,33,6
S01007213,188,114,0,0,36,50,9
S01007214,116,69,2,0,179,76,3
S01007215,119,55,0,1,95,60,4
S01007216,161,108,0,1,65,19,9
S01007217,142,114,0,2,154,35,4
S01007218,206,108,0,0,11,24,4
S01007219,106,85,0,2,105,41,3
S01007220,102,101,0,1,119,33,7
S01007221,192,132,2,0,49,25,2
S01007222,129,71,3,2,77,16,0
S01007223,120,96,0,0,4,11,2
S01007224,120,86,0,0,48,16,0
S01007225,176,118,1,1,7,53,10
S01007226,183,96,2,2,7,33,21
S01007227,188,146,0,1,64,30,5
S01007228,120,47,0,0,13,66,17
S01007229,169,122,0,0,16,147,30
S01007230,62,54,0,0,205,24,2
S01007231,79,74,0,1,134,67,5
S01007232,60,55,1,1,237,61,5
S01007233,123,73,0,2,78,29,5
S01007234,92,71,0,2,55,28,3
S01007235,139,99,0,1,105,106,7
S01007236,105,95,0,0,49,53,6
S01007237,185,83,0,1,12,21,8
S01007238,159,107,1,4,104,35,5
S01007239,238,119,0,2,14,21,7
S01007240,121,65,1,0,5,79,10
S01007241,148,56,1,0,8,49,8
S01007242,210,138,2,3,52,35,11
S01007243,146,98,0,1,13,14,9
S01007244,172,96,0,0,12,43,9
S01007245,131,85,1,0,50,45,15
S01007246,148,131,1,12,42,35,8
S01007247,116,76,0,0,20,79,22
S01007248,193,90,1,1,5,22,2
S01007249,86,56,0,0,33,31,1
S01007250,142,91,5,0,72,91,13
S01007251,72,49,4,1,93,28,0
S01007252,129,87,0,1,54,45,5
S01007253,301,200,0,2,41,33,7
S01007254,92,65,0,1,150,54,5
S01007255,83,53,0,1,235,23,3
S01007256,135,74,1,3,150,64,2
S01007257,56,41,1,0,108,67,2
S01007258,107,87,0,1,128,38,1
S01007259,118,91,1,1,154,66,9
S01007260,111,73,3,5,187,29,4
S01007261,189,122,1,5,43,13,7
S01007262,122,105,0,4,71,36,0
S01007263,169,80,0,5,86,17,2
S01007264,138,92,0,4,74,21,3
S01007265,134,113,0,0,168,54,4
S01007266,105,89,0,0,68,35,4
S01007267,107,60,0,0,17,57,7
S01007268,126,51,1,0,6,80,9
S01007269,91,45,0,0,23,16,3
S01007270,86,60,0,0,21,70,6
S01007271,212,132,0,2,52,59,3
S01007272,103,68,0,1,227,34,12
S01007273,119,71,1,0,59,33,6
S01007274,126,75,0,3,138,137,4
S01007275,130,62,0,0,34,16,8
S01007276,167,131,1,1,70,39,3
S01007277,202,94,0,0,19,13,4
S01007278,137,69,0,2,12,7,5
S01007279,123,55,0,1,5,55,16
S01007280,96,42,0,4,16,69,20
S01007281,160,112,0,1,10,69,19
S01007282,88,49,0,0,7,54,50
S01007283,236,98,1,1,60,53,16
S01007284,240,75,2,2,54,37,15
S01007285,227,94,0,1,42,56,15
S01007286,188,124,1,0,105,67,12
S01007287,142,62,0,1,43,42,17
S01007288,164,47,0,5,31,35,23
S01007289,192,111,1,0,13,29,5
S01007290,64,101,2,5,216,39,12
S01007291,112,75,4,0,92,43,4
S01007292,148,98,1,0,31,22,5
S01007293,78,71,2,0,121,26,0
S01007294,144,111,0,2,75,37,6
S01007295,25,27,0,1,156,34,1
S01007296,90,57,8,1,132,89,5
S01007297,174,118,1,0,23,114,11
S01007298,96,71,0,1,50,25,3
S01007299,131,87,3,0,71,72,8
S01007300,68,51,4,1,91,19,2
S01007301,190,99,1,0,186,52,11
S01007302,108,67,0,0,85,23,3
S01007303,220,109,1,7,60,36,8
S01007304,175,66,0,2,29,60,16
S01007305,181,75,0,0,50,29,5
S01007306,161,88,0,3,70,41,4
S01007307,221,97,0,0,15,45,15
S01007308,194,88,2,0,38,39,21
S01007309,193,63,0,5,12,48,17
S01007310,249,66,0,1,27,69,17
S01007311,112,75,1,0,96,43,16
S01007312,185,81,0,0,49,40,3
S01007313,293,99,5,2,31,56,14
S01007314,141,80,3,2,46,36,1
S01007315,162,121,5,7,59,20,5
S01007316,150,74,1,0,185,45,6
S01007317,110,83,0,4,156,33,2
S01007318,96,60,7,1,69,10,0
S01007319,157,76,0,1,120,31,6
S01007320,212,70,0,0,25,47,31
S01007321,173,62,2,0,17,45,16
S01007322,140,77,3,0,106,41,8
S01007323,113,56,0,0,44,14,15
S01007324,75,31,0,0,37,21,19
S01007325,216,57,1,0,69,35,20
S01007326,195,62,1,9,113,68,29
S01007327,149,41,1,1,122,26,9
S01007328,134,56,1,0,122,23,11
S01007329,196,70,0,0,37,56,10
S01007330,235,63,0,1,55,29,5
S01007331,242,105,1,0,71,52,11
S01007332,151,37,0,0,21,14,8
S01007333,154,85,1,2,73,17,8
S01007334,62,30,0,0,191,11,10
S01007335,133,84,0,1,169,22,6
S01007336,85,37,1,0,95,75,6
S01007337,115,72,1,0,136,48,13
S01007338,103,82,0,0,78,6,5
S01007339,180,60,0,1,51,20,4
S01007340,129,47,0,0,66,49,3
S01007341,233,64,0,1,11,60,5
S01007342,276,59,1,0,5,17,4
S01007343,137,44,1,1,24,103,13
S01007344,127,38,0,0,33,37,5
S01007345,47,30,4,4,160,21,1
S01007346,67,26,3,11,182,47,2
S01007347,108,45,0,2,163,29,4
S01007348,74,50,3,0,113,18,7
S01007349,65,37,0,2,57,18,6
S01007350,131,45,0,4,72,67,4
S01007351,242,64,0,0,62,29,8
S01007352,172,32,2,0,19,44,14
S01007353,206,65,0,0,22,18,5
S01007354,222,84,0,3,27,57,8
S01007355,317,100,2,5,43,51,10
S01007356,196,61,0,1,39,35,3
S01007357,200,65,1,0,49,49,10
S01007358,178,116,0,2,52,11,6
S01007359,196,82,0,2,85,46,2
S01007360,160,57,0,0,23,18,4
S01007361,270,107,0,0,46,74,7
S01007362,171,74,1,2,46,61,2
S01007363,164,73,0,1,75,27,6
S01007364,103,79,0,0,202,28,4
S01007365,93,53,1,1,47,21,4
S01007366,58,38,0,0,131,51,0
S01007367,106,58,0,1,56,55,6
S01007368,61,38,0,2,120,22,2
S01007369,144,87,0,0,80,54,0
S01007370,134,93,0,2,43,79,7
S01007371,132,97,0,0,29,57,0
S01007372,225,97,0,3,38,39,9
S01007373,150,81,0,0,9,15,5
S01007374,99,61,1,0,21,18,5
S01007375,122,60,0,0,6,13,1
S01007376,134,75,0,1,119,30,7
S01007377,138,104,0,1,3,13,2
S01007378,97,79,0,1,7,18,2
S01007379,74,86,1,1,92,13,2
S01007380,84,82,0,2,57,13,1
S01007381,125,51,0,0,1,34,2
S01007382,136,97,0,1,22,26,1
S01007383,168,101,0,1,37,35,4
S01007384,128,135,0,1,38,48,4
S01007385,216,110,0,1,42,41,2
S01007386,202,116,0,0,1,17,0
S01007387,200,92,1,0,6,10,4
S01007388,157,83,0,1,5,3,0
S01007389,26,43,0,0,49,69,2
S01007390,21,42,0,1,59,62,0
S01007391,132,75,0,0,5,8,3
S01007392,144,52,1,0,1,8,2
S01007393,150,90,0,0,47,23,4
S01007394,208,85,0,1,13,28,5
S01007395,166,101,2,0,90,225,4
S01007396,152,88,1,2,60,118,10
S01007397,204,134,1,0,67,70,5
S01007398,75,55,0,2,129,12,7
S01007399,55,49,0,0,162,22,4
S01007400,166,92,1,1,53,28,8
S01007401,160,119,2,1,18,20,6
S01007402,136,103,0,0,2,15,0
S01007403,87,155,1,4,63,111,1
S01007404,74,96,1,3,23,37,10
S01007405,122,101,1,0,6,22,4
S01007406,157,94,2,0,12,17,4
S01007407,137,100,0,0,20,11,3
S01007408,92,80,0,1,51,21,3
S01007409,135,95,0,1,80,22,4
S01007410,51,51,0,0,180,9,1
S01007411,82,70,0,2,256,29,8
S01007412,82,55,0,0,43,14,6
S01007413,155,169,0,2,31,19,10
S01007414,86,138,0,0,10,6,3
S01007415,94,86,0,1,168,24,4
S01007416,37,31,0,1,127,21,3
S01007417,176,179,0,1,15,34,4
S01007418,87,77,1,0,91,27,1
S01007419,70,83,0,2,172,17,2
S01007420,93,152,0,0,16,10,0
S01007421,91,120,0,1,46,24,3
S01007422,114,86,4,0,45,22,3
S01007423,108,131,0,0,47,44,2
S01007424,208,101,0,0,11,12,4
S01007425,187,113,0,0,71,18,7
S01007426,140,115,0,3,119,57,8
S01007427,120,62,0,0,102,24,3
S01007428,150,110,1,1,117,81,18
S01007429,154,157,0,2,50,50,10
S01007430,85,49,0,1,27,36,5
S01007431,132,63,0,0,8,6,1
S01007432,172,137,0,1,61,31,7
S01007433,185,130,0,8,100,42,5
S01007434,53,49,0,1,111,17,2
S01007435,126,103,1,0,54,46,2
S01007436,52,66,3,0,185,50,4
S01007437,63,44,0,0,88,28,2
S01007438,123,65,0,0,116,33,10
S01007439,142,94,0,1,67,32,0
S01007440,113,82,0,0,89,13,0
S01007441,139,79,0,0,5,4,0
S01007442,134,55,0,0,5,7,1
S01007443,182,106,1,0,67,20,7
S01007444,215,156,3,0,36,50,10
S01007445,133,113,0,0,5,17,4
S01007446,104,69,0,0,2,9,2
S01007447,130,64,0,1,6,14,1
S01007448,221,128,0,4,48,32,8
S01007449,168,97,1,0,149,23,4
S01007450,97,73,0,1,141,16,6
S01007451,127,69,1,1,65,19,6
S01007452,124,245,1,24,105,25,2
S01007453,70,187,0,1,7,9,2
S01007454,66,59,1,2,56,14,2
S01007455,58,57,0,0,225,29,11
S01007456,59,60,0,3,217,45,4
S01007457,103,139,0,1,160,42,5
S01007458,122,68,0,0,21,10,0
S01007459,144,73,1,1,59,12,3
S01007460,129,81,1,0,163,32,6
S01007461,49,54,0,0,194,56,7
S01007462,105,103,1,2,80,70,6
S01007463,59,46,1,0,275,26,8
S01007464,59,31,0,0,215,29,5
S01007465,52,38,0,8,234,42,5
S01007466,94,61,2,0,304,133,7
S01007467,155,130,0,2,148,87,3
S01007468,156,84,2,4,13,37,6
S01007469,101,157,0,8,98,17,0
S01007470,71,62,0,0,147,36,6
S01007471,72,50,0,0,55,14,8
S01007472,61,83,0,1,95,21,4
S01007473,62,54,0,2,87,18,5
S01007474,108,76,1,1,19,12,0
S01007475,141,159,0,4,20,25,4
S01007476,145,127,1,1,50,17,3
S01007477,106,89,1,2,25,15,0
S01007478,153,165,0,6,76,69,4
S01007479,75,114,1,1,35,49,7
S01007480,126,139,1,2,26,32,6
S01007481,281,112,0,2,19,28,5
S01007482,91,37,0,0,72,29,8
S01007483,105,91,0,0,63,23,6
S01007484,93,46,0,0,70,54,5
S01007485,35,13,0,1,128,10,2
S01007486,48,29,0,1,214,21,4
S01007487,118,56,2,0,126,106,7
S01007488,165,123,6,2,79,97,13
S01007489,192,91,0,0,61,45,5
S01007490,165,83,2,0,119,44,6
S01007491,120,120,5,4,185,59,8
S01007492,115,77,0,2,43,28,3
S01007493,137,69,5,3,102,43,5
S01007494,127,54,0,0,22,31,5
S01007495,193,66,2,0,15,37,19
S01007496,241,61,4,0,40,62,10
S01007497,115,56,2,0,50,57,14
S01007498,163,74,0,0,61,60,11
S01007499,186,81,3,0,70,57,13
S01007500,107,22,2,0,44,102,11
S01007501,202,37,0,0,43,43,9
S01007502,93,45,0,0,31,40,7
S01007503,226,77,0,0,64,84,17
S01007504,161,47,1,0,33,57,12
S01007505,79,33,0,1,26,27,12
S01007506,162,41,0,0,5,47,15
S01007507,214,65,1,0,99,61,17
S01007508,186,42,0,1,36,50,13
S01007509,164,52,0,0,18,34,13
S01007510,254,61,0,2,95,54,22
S01007511,164,35,0,1,134,40,13
S01007512,150,21,3,1,35,32,11
S01007513,166,85,0,0,161,55,6
S01007514,107,36,0,0,42,72,0
S01007515,156,81,1,3,20,33,3
S01007516,92,46,0,0,89,35,6
S01007517,142,29,0,0,36,27,2
S01007518,130,70,1,0,114,37,12
S01007519,138,33,0,0,13,20,8
S01007520,249,87,6,0,57,70,17
S01007521,124,20,0,0,8,48,17
S01007522,271,77,0,0,98,39,13
S01007523,123,55,0,1,11,43,14
S01007524,221,77,1,1,21,50,26
S01007525,121,61,2,1,63,22,3
S01007526,177,49,0,0,99,60,6
S01007527,244,80,1,3,75,30,4
S01007528,125,59,0,0,96,66,4
S01007529,215,46,3,1,24,25,8
S01007530,124,37,0,0,4,69,13
S01007531,165,32,0,1,47,41,25
S01007532,117,40,0,1,22,39,26
S01007533,96,34,1,0,15,30,12
S01007534,176,84,0,0,122,51,11
S01007535,180,57,3,0,199,40,7
S01007536,168,92,0,0,73,108,9
S01007537,241,87,2,0,117,90,6
S01007538,176,89,1,2,17,61,21
S01007539,201,68,0,1,3,31,2
S01007540,191,102,0,0,151,32,3
S01007541,212,98,0,0,31,34,8
S01007542,180,75,0,1,122,60,8
S01007543,192,105,2,3,133,59,8
S01007544,376,69,0,1,8,51,12
S01007545,201,68,3,1,18,56,16
S01007546,113,61,0,1,14,22,18
S01007547,143,69,3,1,17,48,13
S01007548,134,77,0,0,42,35,10
S01007549,154,61,4,0,41,44,26
S01007550,217,95,0,3,73,71,7
S01007551,194,65,1,1,15,51,15
S01007552,133,84,0,0,162,53,9
S01007553,114,49,0,0,172,19,3
S01007554,56,25,0,0,132,14,0
S01007555,134,54,0,1,39,28,9
S01007556,77,35,0,0,107,16,3
S01007557,140,96,0,0,201,29,7
S01007558,100,57,0,0,13,26,14
S01007559,158,69,0,0,9,59,27
S01007560,213,79,0,0,132,51,9
S01007561,165,69,0,0,80,42,10
S01007562,169,55,0,3,55,72,17
S01007563,178,68,0,0,37,71,15
S01007564,182,67,0,2,11,47,16
S01007565,201,118,0,1,57,56,10
S01007566,134,53,1,0,22,31,23
S01007567,128,56,0,0,9,39,9
S01007568,138,56,1,1,21,78,10
S01007569,184,54,0,1,22,77,25
S01007570,181,104,0,7,119,28,5
S01007571,116,41,1,2,4,57,19
S01007572,205,141,3,3,83,29,5
S01007573,87,197,0,3,8,47,2
S01007574,141,105,0,0,141,33,5
S01007575,89,62,0,1,220,34,5
S01007576,42,39,1,0,172,17,7
S01007577,68,37,0,10,209,15,3
S01007578,68,55,0,0,215,26,2
S01007579,53,54,0,2,171,22,1
S01007580,74,54,0,0,132,29,8
S01007581,66,40,0,2,92,22,5
S01007582,98,60,0,2,152,20,2
S01007583,74,41,0,1,321,100,8
S01007584,78,56,0,0,102,44,6
S01007585,230,132,0,1,54,38,6
S01007586,135,85,0,0,109,43,3
S01007587,154,79,0,0,37,46,6
S01007588,219,108,4,4,22,17,2
S01007589,171,95,0,0,29,105,7
S01007590,178,87,0,0,3,11,8
S01007591,111,67,0,1,42,54,7
S01007592,67,63,5,0,113,104,4
S01007593,234,125,1,2,55,60,5
S01007594,163,97,0,2,36,31,4
S01007595,223,75,0,0,55,80,13
S01007596,135,33,0,0,0,48,7
S01007597,118,62,0,0,8,61,7
S01007598,140,64,1,0,11,47,7
S01007599,164,108,1,1,82,43,6
S01007600,185,123,7,0,93,62,25
S01007601,102,118,11,1,26,60,4
S01007602,151,87,0,3,0,28,2
S01007603,168,120,0,4,0,20,4
S01007604,251,93,0,0,4,25,8
S01007605,207,112,0,4,1,29,6
S01007606,143,88,0,2,11,71,7
S01007607,156,100,0,2,1,10,1
S01007608,201,122,0,1,7,21,4
S01007609,101,99,0,4,175,81,5
S01007610,57,55,8,5,72,43,5
S01007611,170,82,11,3,208,126,6
S01007612,139,83,0,0,258,263,11
S01007613,157,94,0,0,13,45,6
S01007614,223,132,2,0,13,39,2
S01007615,214,127,1,3,59,89,12
S01007616,100,89,0,1,134,91,5
S01007617,64,49,0,2,72,29,1
S01007618,66,65,4,0,63,25,1
S01007619,103,86,0,2,94,32,4
S01007620,147,91,0,1,15,25,2
S01007621,147,94,0,1,1,31,10
S01007622,102,53,1,3,40,45,8
S01007623,138,70,0,0,9,27,5
S01007624,120,97,0,5,5,28,4
S01007625,125,72,0,1,1,18,6
S01007626,105,121,0,1,6,37,5
S01007627,241,463,9,26,66,37,9
S01007628,162,88,0,2,8,26,7
S01007629,148,80,0,3,20,31,6
S01007630,233,108,0,0,5,37,9
S01007631,165,55,0,3,8,29,6
S01007632,212,99,2,5,103,38,10
S01007633,202,100,1,2,134,25,8
S01007634,130,84,1,0,16,49,14
S01007635,217,77,0,2,8,26,6
S01007636,173,102,2,0,167,64,10
S01007637,139,124,0,1,105,46,6
S01007638,140,95,0,1,110,72,12
S01007639,119,91,0,2,166,39,7
S01007640,109,54,0,5,33,95,11
S01007641,164,105,1,7,71,38,3
S01007642,223,86,1,1,81,65,8
S01007643,204,98,0,0,70,47,3
S01007644,195,76,0,0,101,24,4
S01007645,113,42,0,2,13,49,6
S01007646,116,37,1,0,10,74,25
S01007647,162,86,0,0,54,50,2
S01007648,166,68,0,2,38,93,8
S01007649,174,74,4,0,66,62,9
S01007650,208,85,0,0,31,77,17
S01007651,101,59,1,0,13,54,7
S01007652,112,57,1,2,46,39,10
S01007653,204,99,0,0,42,29,9
S01007654,187,90,0,0,124,105,18
S01007655,141,63,2,2,15,92,10
S01007656,129,40,0,0,5,156,22
S01007657,89,39,0,2,7,47,6
S01007658,114,40,1,0,6,47,7
S01007659,166,81,0,0,74,53,11
S01007660,87,50,0,0,205,68,1
S01007661,134,76,3,2,98,55,0
S01007662,188,109,0,2,115,75,6
S01007663,182,96,1,1,59,40,6
S01007664,95,54,0,4,91,29,2
S01007665,109,100,0,4,47,42,3
S01007666,114,47,0,0,5,7,3
S01007667,143,104,1,2,15,13,1
S01007668,139,112,1,3,146,56,8
S01007669,49,32,0,3,146,32,0
S01007670,77,36,0,2,172,23,1
S01007671,197,103,0,3,50,33,9
S01007672,245,99,0,0,17,25,8
S01007673,161,81,0,1,12,32,3
S01007674,143,83,1,1,97,40,6
S01007675,168,79,1,0,18,13,5
S01007676,160,65,2,0,14,27,8
S01007677,114,79,0,0,96,26,9
S01007678,126,65,0,0,127,44,3
S01007679,171,53,2,0,137,21,5
S01007680,225,94,2,1,6,24,8
S01007681,73,46,0,0,43,25,3
S01007682,225,126,0,0,6,48,0
S01007683,128,92,0,0,8,79,2
S01007684,239,95,1,0,2,25,4
S01007685,161,88,0,0,4,15,4
S01007686,168,87,1,0,3,51,8
S01007687,136,110,1,1,8,140,6
S01007688,97,78,0,2,79,288,9
S01007689,42,51,3,0,52,147,3
S01007690,70,47,2,1,66,211,5
S01007691,79,49,2,1,130,366,8
S01007692,54,53,4,0,61,239,2
S01007693,20,22,5,0,76,298,4
S01007694,36,25,1,0,191,275,4
S01007695,87,61,3,0,175,264,6
S01007696,33,32,4,0,106,261,5
S01007697,97,86,0,4,173,262,7
S01007698,56,67,1,0,92,334,8
S01007699,41,35,4,0,91,264,2
S01007700,188,142,0,2,29,64,6
S01007701,25,15,1,0,141,121,5
S01007702,35,73,0,0,46,119,4
S01007703,120,121,0,0,58,85,4
S01007704,36,39,1,0,254,149,7
S01007705,11,9,0,0,18,255,1
S01007706,22,28,4,2,36,326,1
S01007707,84,126,1,1,27,330,9
S01007708,51,65,2,3,141,111,8
S01007709,41,51,2,1,125,97,1
S01007710,33,28,9,0,161,200,6
S01007711,49,27,1,0,222,211,6
S01007712,68,57,1,0,67,165,4
S01007713,49,36,1,1,76,61,2
S01007714,72,64,3,0,113,122,3
S01007715,34,35,4,12,198,86,3
S01007716,57,48,0,2,258,230,6
S01007717,51,27,5,2,143,166,6
S01007718,53,51,0,1,182,157,11
S01007719,99,79,0,1,195,198,5
S01007720,141,78,1,3,101,84,6
S01007721,90,127,2,7,134,165,6
S01007722,88,121,0,9,256,154,9
S01007723,74,54,1,0,250,139,6
S01007724,34,32,0,0,98,174,4
S01007725,61,58,0,3,139,187,6
S01007726,69,61,3,4,113,234,2
S01007727,42,57,2,1,208,192,0
S01007728,50,57,2,0,138,298,4
S01007729,63,48,1,2,120,280,7
S01007730,65,59,2,2,45,230,2
S01007731,56,77,3,0,127,175,5
S01007732,51,83,2,6,74,124,2
S01007733,162,132,1,1,14,66,3
S01007734,198,104,4,0,23,54,4
S01007735,180,118,4,2,14,35,4
S01007736,111,72,0,2,9,20,5
S01007737,132,128,8,5,90,87,6
S01007738,163,100,1,0,57,52,8
S01007739,74,50,0,0,110,26,2
S01007740,113,73,0,0,23,46,1
S01007741,97,67,0,0,142,48,9
S01007742,134,83,2,2,96,51,3
S01007743,105,114,0,3,136,74,4
S01007744,68,57,1,3,174,47,2
S01007745,70,69,2,1,120,42,7
S01007746,93,93,0,0,126,48,2
S01007747,60,42,0,2,73,31,4
S01007748,51,53,0,2,209,21,3
S01007749,150,106,0,1,4,19,5
S01007750,241,115,1,1,2,17,0
S01007751,223,76,0,2,3,18,7
S01007752,198,68,18,2,59,34,6
S01007753,59,57,0,1,77,24,1
S01007754,100,84,0,3,190,28,2
S01007755,87,52,0,2,168,39,4
S01007756,95,50,0,1,89,26,4
S01007757,238,100,0,0,2,24,2
S01007758,273,95,0,3,13,55,7
S01007759,166,73,1,1,78,240,12
S01007760,156,89,0,0,2,18,4
S01007761,243,127,2,0,4,55,2
S01007762,161,70,0,4,19,183,4
S01007763,67,52,0,0,159,32,6
S01007764,179,107,1,0,3,19,2
S01007765,170,101,0,0,10,15,0
S01007766,233,121,0,1,2,20,0
S01007767,226,127,0,4,2,31,8
S01007768,149,81,0,4,50,83,4
S01007769,183,106,0,1,6,21,2
S01007770,195,88,0,1,7,26,5
S01007771,137,92,0,0,2,7,4
S01007772,147,111,0,2,142,117,7
S01007773,190,107,0,2,6,7,6
S01007774,80,233,0,0,1,12,0
S01007775,157,149,0,3,1,33,2
S01007776,129,106,0,1,6,32,4
S01007777,113,240,1,0,7,16,3
S01007778,81,158,0,1,3,11,0
S01007779,174,138,0,2,11,30,2
S01007780,146,174,0,3,3,21,1
S01007781,111,209,0,3,57,28,1
S01007782,39,78,4,4,71,94,7
S01007783,84,73,0,1,239,24,10
S01007784,69,111,0,4,60,38,2
S01007785,25,20,0,0,206,16,0
S01007786,133,66,1,1,75,37,4
S01007787,84,64,0,0,94,27,2
S01007788,8,12,0,0,244,11,4
S01007789,11,25,5,3,192,6,0
S01007790,17,20,0,0,268,12,0
S01007791,64,166,0,10,6,7,2
S01007792,137,102,1,3,94,28,1
S01007793,72,72,0,1,281,30,5
S01007794,95,78,0,0,39,16,1
S01007795,88,71,0,3,94,27,1
S01007796,65,76,1,4,116,24,4
S01007797,46,60,0,5,145,28,4
S01007798,56,150,0,1,6,12,1
S01007799,52,116,0,1,9,14,0
S01007800,70,70,0,4,191,17,5
S01007801,62,43,1,0,277,32,4
S01007802,64,108,0,3,11,20,0
S01007803,59,62,0,4,309,33,6
S01007804,20,46,0,1,162,19,0
S01007805,39,56,0,1,95,12,2
S01007806,70,86,0,1,98,36,4
S01007807,108,169,0,1,17,16,2
S01007808,74,125,0,1,80,35,3
S01007809,220,146,0,0,8,10,1
S01007810,100,121,0,2,132,31,3
S01007811,100,162,0,9,131,23,4
S01007812,40,46,0,0,249,23,3
S01007813,65,78,0,1,120,28,6
S01007814,97,80,0,1,39,17,1
S01007815,215,109,0,0,8,15,3
S01007816,133,96,0,4,6,15,0
S01007817,98,45,0,3,28,28,2
S01007818,129,129,1,0,22,20,3
S01007819,160,147,0,0,37,29,4
S01007820,169,115,0,2,88,30,5
S01007821,103,84,0,1,25,21,3
S01007822,179,105,0,1,67,14,7
S01007823,134,104,0,4,6,20,3
S01007824,187,121,2,3,19,60,4
S01007825,218,140,1,0,54,42,5
S01007826,39,96,0,2,142,13,3
S01007827,69,96,7,1,42,63,3
S01007828,102,105,0,9,184,170,9
S01007829,87,60,0,3,100,47,2
S01007830,116,70,1,2,192,112,5
S01007831,75,84,6,0,237,110,5
S01007832,96,45,0,1,111,67,8
S01007833,169,67,0,1,180,53,4
S01007834,75,76,1,1,105,136,2
S01007835,112,81,2,0,65,54,8
S01007836,135,75,27,2,36,35,2
S01007837,199,107,0,0,7,18,5
S01007838,235,165,2,8,5,29,2
S01007839,78,55,1,0,106,48,4
S01007840,101,99,0,2,129,109,9
S01007841,75,74,0,0,112,63,3
S01007842,51,48,0,0,165,69,4
S01007843,67,62,0,0,131,83,3
S01007844,95,57,0,0,168,104,3
S01007845,73,60,0,1,206,47,4
S01007846,86,115,0,3,90,51,7
S01007847,75,72,0,3,181,53,3
S01007848,65,45,0,0,252,51,6
S01007849,114,104,1,0,190,63,2
S01007850,118,35,0,0,104,30,2
S01007851,177,121,0,0,142,35,10
S01007852,67,47,0,0,167,31,2
S01007853,50,55,1,0,274,106,7
S01007854,70,75,0,0,260,57,6
S01007855,56,31,0,1,141,58,3
S01007856,166,136,0,0,62,39,12
S01007857,28,36,0,1,152,12,3
S01007858,76,95,12,3,298,32,7
S01007859,12,38,0,2,201,18,1
S01007860,22,99,1,3,129,17,4
S01007861,96,70,0,1,73,16,2
S01007862,123,86,0,0,78,10,1
S01007863,82,80,0,2,235,25,3
S01007864,140,128,0,6,157,31,5
S01007865,84,219,1,1,7,17,1
S01007866,65,127,1,0,3,11,1
S01007867,117,431,0,11,6,37,9
S01007868,240,108,0,3,2,13,2
S01007869,181,130,1,2,3,41,4
S01007870,57,52,0,1,9,16,1
S01007871,47,30,0,0,183,6,4
S01007872,54,19,0,0,234,8,5
S01007873,124,65,0,0,59,25,7
S01007874,98,69,0,1,138,39,15
S01007875,119,100,0,5,84,19,0
S01007876,127,145,0,2,97,17,4
S01007877,120,76,0,0,113,21,8
S01007878,63,36,0,1,74,13,2
S01007879,99,72,1,0,143,19,7
S01007880,120,74,0,0,28,20,7
S01007881,75,55,0,2,100,15,2
S01007882,143,84,4,1,9,37,6
S01007883,189,160,0,0,58,51,8
S01007884,99,69,1,3,67,32,7
S01007885,73,44,0,0,195,18,5
S01007886,156,102,0,1,110,52,10
S01007887,91,84,0,2,18,56,6
S01007888,117,75,0,1,231,32,8
S01007889,79,50,2,0,88,19,2
S01007890,108,79,0,2,92,19,1
S01007891,155,139,0,5,87,39,4
S01007892,179,82,0,0,40,28,10
S01007893,223,145,0,2,30,32,1
S01007894,139,121,0,0,84,39,3
S01007895,112,89,0,1,17,24,3
S01007896,100,70,0,2,131,40,3
S01007897,85,37,2,0,9,13,12
S01007898,102,57,0,1,6,24,6
S01007899,117,94,1,1,5,23,2
S01007900,77,31,0,0,112,17,2
S01007901,88,51,0,0,133,13,7
S01007902,108,53,1,0,179,13,5
S01007903,153,57,1,0,61,21,4
S01007904,160,92,0,1,13,52,13
S01007905,54,41,0,0,187,17,3
S01007906,103,46,0,0,164,35,2
S01007907,91,32,0,0,115,16,2
S01007908,193,120,0,1,60,43,5
S01007909,63,72,1,0,92,20,0
S01007910,98,79,1,0,151,41,1
S01007911,103,87,0,0,59,40,5
S01007912,121,116,0,3,48,20,3
S01007913,72,51,0,0,141,43,8
S01007914,68,42,0,2,115,28,4
S01007915,119,81,0,0,138,23,0
S01007916,140,82,0,1,113,29,6
S01007917,137,92,1,0,98,38,9
S01007918,117,102,0,0,129,37,8
S01007919,187,113,0,0,7,13,6
S01007920,135,126,0,0,3,36,3
